target_time_seconds,duration_seconds,lane_index,role,strength
19.7021,0.0000,3,drums,0.0354
19.8066,0.0000,0,drums,0.5871
19.9924,0.0000,4,drums,1.0781
20.1433,0.0000,2,vocals,0.3811
20.2246,0.0000,4,drums,0.4340
20.3639,0.0000,0,vocals,1.7925
20.4452,0.0000,2,drums,0.1550
20.5264,0.0000,4,vocals,0.4833
20.6425,0.0000,1,vocals,0.4391
20.8747,0.0000,4,drums,0.7362
21.0489,0.0000,2,vocals,0.1413
21.1418,0.0000,1,drums,0.0231
21.2579,0.0000,3,drums,0.0567
21.3507,0.0000,0,drums,0.0552
21.4552,0.0000,1,vocals,0.0900
21.5829,0.0000,2,vocals,0.3738
21.7339,0.0000,4,drums,0.4105
21.8616,0.0000,3,vocals,0.2414
22.0590,0.0000,2,drums,0.0696
22.1286,0.0000,4,vocals,1.3118
22.2795,0.0000,0,vocals,0.6579
22.3492,0.0000,2,drums,0.0717
22.4189,0.0000,4,vocals,0.4889
22.5930,0.0000,1,drums,1.0399
22.7091,0.0000,3,drums,0.0213
22.8252,0.0000,0,drums,0.0655
22.9297,0.0000,2,drums,0.0431
23.0342,0.0000,4,drums,0.0798
23.1503,0.0000,2,drums,0.0746
23.2896,0.0000,0,drums,0.0480
23.3593,0.0000,4,vocals,0.4880
23.4522,0.0000,1,drums,0.7178
23.6031,0.0000,2,vocals,0.2273
23.7888,0.0000,1,drums,0.0412
23.8701,0.0000,3,vocals,1.0632
23.9862,0.0000,2,vocals,0.1234
24.1023,0.0000,3,vocals,0.2693
24.3113,0.0000,0,drums,0.9897
24.4158,0.0000,2,vocals,0.1033
24.5551,0.0000,0,vocals,0.3534
24.6596,0.0000,2,drums,0.0697
24.7293,0.0000,4,vocals,0.2323
24.8454,0.0000,1,vocals,0.1286
24.9615,0.0000,4,drums,0.2256
25.0776,0.0000,2,drums,0.0109
25.1937,0.0000,4,vocals,0.5869
25.2865,0.0000,0,drums,0.0208
25.3678,0.0000,1,vocals,0.3267
25.4839,0.0000,2,vocals,0.2524
25.6000,0.0000,3,vocals,0.6425
25.7741,0.0000,2,vocals,0.2340
25.9019,0.0000,4,drums,0.0240
26.0063,0.0000,0,vocals,0.9810
26.1108,0.0000,2,vocals,0.1143
26.2153,0.0000,4,vocals,0.3479
26.4475,0.0000,1,drums,1.0733
26.5636,0.0000,2,vocals,0.1726
26.8655,0.0000,1,vocals,0.3804
26.9468,0.0000,3,drums,0.0784
27.0977,0.0000,2,vocals,0.2691
27.3299,0.0000,3,vocals,0.1123
27.5273,0.0000,0,drums,0.6580
27.7246,0.0000,4,drums,1.6574
27.8872,0.0000,2,vocals,0.2331
28.0613,0.0000,4,drums,0.2324
28.1542,0.0000,0,drums,0.6253
28.2587,0.0000,4,drums,0.0291
28.3864,0.0000,1,drums,0.3738
28.5838,0.0000,3,drums,0.8256
28.6999,0.0000,0,drums,0.0127
28.8044,0.0000,4,drums,0.4745
29.0133,0.0000,2,drums,1.5067
29.1294,0.0000,0,vocals,0.4010
29.2339,0.0000,2,drums,0.7438
29.4429,0.0000,4,drums,1.4790
29.5590,0.0000,1,drums,0.3141
29.6751,0.0000,3,drums,0.0784
29.7680,0.0000,0,drums,0.3560
29.8725,0.0000,4,drums,0.6768
30.0931,0.0000,2,drums,0.4260
30.3020,0.0000,0,drums,0.9605
30.5226,0.0000,4,drums,0.5667
30.7316,0.0000,1,drums,0.9262
30.9522,0.0000,3,drums,0.6874
31.0219,0.0000,2,vocals,0.1646
31.1612,0.0000,0,drums,0.9355
31.2657,0.0000,4,drums,0.4734
31.3702,0.0000,1,vocals,0.4195
31.4863,0.0000,2,drums,0.5430
31.5791,0.0000,0,drums,0.4428
31.6952,0.0000,4,drums,0.6429
31.7997,0.0000,1,drums,0.8999
31.9042,0.0000,3,drums,0.5297
32.0203,0.0000,0,drums,0.6552
32.1248,0.0000,4,drums,0.4978
32.2293,0.0000,2,vocals,0.3284
32.3454,0.0000,4,drums,0.2781
32.4615,0.0000,1,vocals,0.4941
32.5544,0.0000,0,drums,0.3249
32.6589,0.0000,4,drums,0.6835
32.7634,0.0000,1,drums,0.2264
32.8678,0.0000,2,vocals,0.5487
33.1581,0.0000,3,vocals,0.4083
33.2742,0.0000,2,vocals,0.7275
33.3671,0.0000,0,vocals,0.3738
33.4948,0.0000,2,vocals,1.3488
33.7386,0.0000,4,vocals,0.5255
33.8779,0.0000,2,vocals,0.0922
33.9940,0.0000,1,vocals,0.1682
34.1217,0.0000,2,vocals,1.2969
34.2610,0.0000,3,vocals,0.1034
34.4120,0.0000,2,vocals,0.2849
34.5861,0.0000,3,drums,0.5783
34.7371,0.0000,0,vocals,0.2210
35.0273,0.0000,2,vocals,0.2704
35.2363,0.0000,0,drums,0.3101
35.4453,0.0000,4,drums,0.8843
35.5730,0.0000,2,drums,0.0356
35.6542,0.0000,4,vocals,0.7486
35.8748,0.0000,0,drums,0.9740
36.0838,0.0000,4,drums,0.7096
36.1999,0.0000,2,vocals,0.1334
36.3044,0.0000,1,drums,0.2288
36.4089,0.0000,3,drums,0.0209
36.5830,0.0000,1,vocals,0.3155
36.7224,0.0000,0,drums,1.1163
36.9197,0.0000,2,vocals,0.2119
37.0590,0.0000,4,drums,0.0411
37.1635,0.0000,2,drums,0.8525
37.2680,0.0000,3,vocals,0.1884
37.4190,0.0000,2,vocals,0.3213
37.5815,0.0000,0,drums,1.2051
37.7440,0.0000,2,vocals,0.4288
37.8137,0.0000,4,drums,0.0484
37.8834,0.0000,2,vocals,0.1332
38.0111,0.0000,1,drums,1.2148
38.2200,0.0000,3,drums,0.2091
38.4639,0.0000,4,vocals,0.3815
38.5451,0.0000,0,drums,0.0105
38.6612,0.0000,4,drums,0.6717
38.8702,0.0000,2,drums,1.6467
38.9747,0.0000,4,vocals,0.1692
39.0908,0.0000,1,vocals,0.8601
39.1953,0.0000,2,vocals,0.2914
39.2998,0.0000,0,drums,1.3350
39.4043,0.0000,3,vocals,0.1028
39.5088,0.0000,4,drums,0.7430
39.6249,0.0000,2,vocals,0.1220
39.7293,0.0000,1,drums,0.6783
39.8454,0.0000,0,vocals,0.0916
39.9383,0.0000,3,drums,0.6611
40.1589,0.0000,0,drums,1.4324
40.3679,0.0000,4,drums,0.6724
40.5885,0.0000,2,drums,1.3722
40.6930,0.0000,4,vocals,0.0938
40.7975,0.0000,1,vocals,0.5872
41.0064,0.0000,0,drums,1.0926
41.0877,0.0000,2,vocals,0.4569
41.2270,0.0000,4,drums,1.1491
41.3431,0.0000,1,vocals,0.8295
41.4360,0.0000,3,drums,1.1899
41.6566,0.0000,2,vocals,0.2817
41.7611,0.0000,3,drums,0.0248
41.8772,0.0000,0,vocals,0.3263
42.0862,0.0000,2,drums,0.7024
42.1907,0.0000,4,drums,0.0216
42.2951,0.0000,2,drums,0.8788
42.5157,0.0000,4,vocals,1.0926
42.6202,0.0000,0,vocals,0.1344
42.7247,0.0000,2,drums,1.1319
42.9453,0.0000,4,drums,1.0040
43.0498,0.0000,1,drums,0.0078
43.1543,0.0000,3,drums,0.7971
43.2588,0.0000,2,vocals,0.1210
43.3749,0.0000,0,drums,0.7606
43.4561,0.0000,4,vocals,0.3443
43.5839,0.0000,1,drums,1.5221
43.7000,0.0000,2,vocals,0.1983
43.8044,0.0000,4,drums,0.3149
43.9438,0.0000,1,vocals,0.1251
44.0134,0.0000,0,drums,1.3034
44.1295,0.0000,2,vocals,0.2201
44.2340,0.0000,4,drums,0.4546
44.4430,0.0000,1,drums,1.1816
44.5591,0.0000,3,drums,0.0290
44.6636,0.0000,0,vocals,0.2344
44.8726,0.0000,2,drums,1.2853
45.0815,0.0000,4,drums,0.4334
45.3137,0.0000,2,vocals,0.2944
45.5111,0.0000,4,drums,0.8176
45.6156,0.0000,0,vocals,0.0878
45.7317,0.0000,2,drums,1.2563
45.9407,0.0000,4,vocals,1.0103
46.0336,0.0000,1,drums,0.0345
46.1497,0.0000,3,drums,0.9695
46.3702,0.0000,0,drums,1.1630
46.4863,0.0000,4,vocals,0.2086
46.6141,0.0000,2,vocals,0.2436
46.7302,0.0000,0,drums,0.0159
46.8114,0.0000,1,vocals,0.1687
46.8811,0.0000,4,drums,0.0480
46.9856,0.0000,2,vocals,1.0316
47.2178,0.0000,3,vocals,0.6456
47.3223,0.0000,2,vocals,0.1053
47.4500,0.0000,0,vocals,0.4248
47.5893,0.0000,2,vocals,0.1405
47.8447,0.0000,4,vocals,0.6773
48.1582,0.0000,2,vocals,0.1778
48.2859,0.0000,1,vocals,0.2558
48.4252,0.0000,2,vocals,0.1428
48.6574,0.0000,3,vocals,0.2668
48.8664,0.0000,2,vocals,0.6101
49.0754,0.0000,0,vocals,1.2190
49.1799,0.0000,2,drums,0.0201
49.3308,0.0000,4,vocals,0.1517
49.5630,0.0000,1,vocals,2.0343
49.7952,0.0000,2,vocals,0.1541
50.0042,0.0000,1,vocals,2.5183
50.1203,0.0000,2,vocals,1.2514
50.2364,0.0000,3,vocals,1.4151
50.4337,0.0000,2,vocals,0.6417
50.5731,0.0000,0,drums,0.0104
50.6659,0.0000,2,vocals,0.7394
50.7588,0.0000,4,vocals,0.3196
50.8517,0.0000,1,vocals,1.7043
50.9794,0.0000,2,vocals,0.1161
51.0723,0.0000,1,vocals,0.3318
51.3161,0.0000,2,vocals,0.2365
51.5251,0.0000,3,vocals,0.4671
51.6528,0.0000,2,vocals,0.1122
51.7341,0.0000,4,drums,0.5841
51.8502,0.0000,1,drums,0.0211
51.9546,0.0000,3,drums,0.2670
52.0475,0.0000,0,drums,0.0238
52.1288,0.0000,2,vocals,0.4070
52.3146,0.0000,4,vocals,0.5035
52.4539,0.0000,1,vocals,0.4112
52.5816,0.0000,4,drums,0.8473
52.7325,0.0000,2,vocals,0.2808
52.8602,0.0000,1,vocals,0.8920
52.9647,0.0000,2,vocals,0.0987
53.0576,0.0000,3,vocals,0.2073
53.2317,0.0000,2,drums,0.6487
53.4407,0.0000,0,drums,1.2658
53.6613,0.0000,4,drums,0.7040
53.8703,0.0000,1,drums,1.8296
54.0444,0.0000,2,vocals,0.9018
54.1722,0.0000,0,vocals,1.4399
54.2999,0.0000,3,drums,1.4649
54.4160,0.0000,2,vocals,0.6303
54.5553,0.0000,4,vocals,1.2773
54.7294,0.0000,0,drums,1.1403
54.7991,0.0000,2,vocals,0.2446
54.9384,0.0000,4,drums,0.5035
55.0661,0.0000,1,vocals,0.5643
55.1590,0.0000,2,drums,1.0738
55.2983,0.0000,4,vocals,0.1264
55.3680,0.0000,0,drums,0.6798
55.6002,0.0000,3,vocals,0.5001
55.7395,0.0000,2,vocals,0.7034
55.8556,0.0000,0,vocals,0.1634
56.0065,0.0000,4,drums,0.8474
56.1226,0.0000,1,drums,0.3032
56.2271,0.0000,2,vocals,1.4757
56.4477,0.0000,3,drums,1.3085
56.6567,0.0000,0,drums,1.7417
56.7728,0.0000,4,drums,0.1473
56.8541,0.0000,1,vocals,1.5630
57.0863,0.0000,2,drums,0.9372
57.2952,0.0000,0,drums,1.2565
57.4229,0.0000,2,vocals,0.8537
57.5390,0.0000,1,vocals,0.8318
57.7248,0.0000,4,drums,1.6487
57.9802,0.0000,2,vocals,0.6556
58.0731,0.0000,3,vocals,0.4566
58.1544,0.0000,1,drums,1.5334
58.2705,0.0000,2,vocals,1.2736
58.3750,0.0000,3,drums,1.1697
58.5839,0.0000,0,drums,1.2893
58.7000,0.0000,2,vocals,0.2471
58.8045,0.0000,4,drums,0.0999
58.9206,0.0000,2,drums,0.0779
59.0135,0.0000,4,vocals,0.4692
59.1180,0.0000,0,drums,0.0513
59.2341,0.0000,4,drums,0.5615
59.4431,0.0000,1,drums,0.9923
59.6637,0.0000,3,drums,0.2463
59.8610,0.0000,4,vocals,0.6803
60.0932,0.0000,0,drums,0.6199
60.1629,0.0000,2,vocals,0.1168
60.3022,0.0000,1,vocals,1.0004
60.5112,0.0000,4,drums,0.5590
60.7318,0.0000,2,drums,1.0559
60.8827,0.0000,4,vocals,1.3487
60.9988,0.0000,3,vocals,1.0740
61.1614,0.0000,0,drums,1.3448
61.3007,0.0000,2,vocals,0.1333
61.3703,0.0000,4,drums,0.6698
61.5793,0.0000,1,drums,0.7886
61.7070,0.0000,0,vocals,0.1259
61.7999,0.0000,3,drums,0.8592
62.0089,0.0000,0,drums,1.5008
62.2295,0.0000,4,drums,0.2563
62.4036,0.0000,2,vocals,0.3911
62.6010,0.0000,4,vocals,0.6968
62.7287,0.0000,2,vocals,0.9150
62.8332,0.0000,1,vocals,1.4217
63.0073,0.0000,2,vocals,1.3458
63.1467,0.0000,3,vocals,0.7959
63.2976,0.0000,2,vocals,1.4908
63.5182,0.0000,4,drums,0.9727
63.5995,0.0000,0,vocals,0.4054
63.7272,0.0000,2,drums,1.1496
63.8781,0.0000,4,vocals,0.4623
63.9478,0.0000,1,drums,0.7959
64.1451,0.0000,4,vocals,1.3767
64.2961,0.0000,2,vocals,0.6478
64.3657,0.0000,1,drums,0.5971
64.4354,0.0000,3,vocals,0.5520
64.5863,0.0000,0,drums,1.9436
64.7488,0.0000,2,vocals,0.6270
64.8766,0.0000,3,vocals,0.7738
64.9927,0.0000,2,vocals,0.6486
65.1784,0.0000,0,vocals,1.3120
65.3177,0.0000,2,vocals,0.5269
65.4454,0.0000,4,vocals,0.9229
65.6660,0.0000,2,vocals,0.1010
65.7705,0.0000,0,drums,0.0897
65.8634,0.0000,1,vocals,1.0773
66.0259,0.0000,2,vocals,0.8748
66.1653,0.0000,3,vocals,0.7944
66.2814,0.0000,2,vocals,1.7638
66.4207,0.0000,0,vocals,0.8598
66.5600,0.0000,2,vocals,1.8332
66.6877,0.0000,4,vocals,1.1033
66.8270,0.0000,2,vocals,1.8984
66.9547,0.0000,1,vocals,0.6002
67.0476,0.0000,4,drums,0.0233
67.1637,0.0000,2,vocals,0.3643
67.3843,0.0000,3,vocals,0.3111
67.5817,0.0000,2,drums,1.3502
67.8255,0.0000,0,drums,0.4201
68.0112,0.0000,4,drums,0.9900
68.2667,0.0000,2,vocals,0.4965
68.4524,0.0000,1,drums,0.3952
68.6846,0.0000,3,drums,0.3484
68.7891,0.0000,0,vocals,0.1433
68.8704,0.0000,2,drums,1.4653
69.0910,0.0000,4,vocals,0.5561
69.1955,0.0000,1,drums,0.0541
69.2651,0.0000,4,vocals,1.1072
69.4044,0.0000,2,vocals,0.4844
69.5205,0.0000,1,vocals,1.1228
69.6366,0.0000,2,vocals,0.5612
69.7295,0.0000,4,drums,1.4952
69.8456,0.0000,0,drums,0.0956
69.9501,0.0000,3,vocals,0.7419
70.0662,0.0000,2,vocals,0.9151
70.1591,0.0000,4,drums,1.2081
70.3681,0.0000,1,drums,1.0366
70.5887,0.0000,0,vocals,1.5850
70.6815,0.0000,2,vocals,0.1167
70.7860,0.0000,4,vocals,1.5716
70.9137,0.0000,2,vocals,1.3120
71.0182,0.0000,3,drums,1.4737
71.1343,0.0000,1,vocals,0.2366
71.2272,0.0000,0,drums,1.3596
71.3549,0.0000,2,vocals,0.9165
71.4478,0.0000,4,drums,1.2144
71.5639,0.0000,3,vocals,1.1527
71.6568,0.0000,2,drums,0.7869
71.8658,0.0000,0,drums,1.1449
71.9702,0.0000,2,vocals,0.3563
72.1096,0.0000,0,vocals,0.3754
72.2953,0.0000,4,drums,1.6449
72.5159,0.0000,1,drums,1.1336
72.7249,0.0000,3,drums,1.2161
72.9455,0.0000,0,drums,1.1279
73.1545,0.0000,4,drums,1.6766
73.2706,0.0000,2,vocals,0.7717
73.3751,0.0000,4,vocals,0.6155
73.4912,0.0000,2,vocals,0.1139
73.5840,0.0000,4,drums,1.8313
73.7117,0.0000,1,vocals,0.8520
73.8046,0.0000,0,drums,1.2944
73.9091,0.0000,4,drums,0.1867
74.0136,0.0000,2,vocals,1.7240
74.1413,0.0000,3,vocals,0.7259
74.2226,0.0000,1,drums,1.4573
74.4432,0.0000,3,drums,2.0790
74.6522,0.0000,0,drums,1.7371
74.8727,0.0000,2,vocals,1.7843
75.0005,0.0000,4,drums,0.3291
75.0933,0.0000,0,vocals,0.6327
75.2094,0.0000,2,vocals,0.8555
75.3371,0.0000,4,vocals,1.1449
75.4532,0.0000,2,vocals,0.4192
75.5810,0.0000,1,vocals,0.5657
75.7319,0.0000,2,drums,1.2810
75.9293,0.0000,4,vocals,0.9919
76.0454,0.0000,3,vocals,0.0907
76.1382,0.0000,2,vocals,1.1599
76.3704,0.0000,0,vocals,1.7146
76.4865,0.0000,2,vocals,0.2034
76.5910,0.0000,0,drums,1.1046
76.7071,0.0000,4,vocals,0.7382
76.8929,0.0000,2,vocals,0.6748
77.0322,0.0000,1,vocals,1.8126
77.1483,0.0000,2,vocals,0.0969
77.2760,0.0000,3,vocals,0.1009
77.4037,0.0000,2,vocals,0.5064
77.6475,0.0000,0,vocals,0.1479
77.7404,0.0000,2,vocals,0.0905
77.8681,0.0000,4,vocals,0.1963
77.9726,0.0000,2,vocals,0.1844
78.1003,0.0000,1,vocals,0.1322
78.2164,0.0000,2,vocals,0.0862
78.3093,0.0000,3,vocals,0.4349
78.4602,0.0000,2,vocals,0.1473
78.6228,0.0000,0,vocals,0.2926
78.7156,0.0000,4,drums,0.0150
78.8666,0.0000,2,vocals,0.1362
78.9711,0.0000,1,drums,0.0173
79.1684,0.0000,3,drums,0.6570
79.2961,0.0000,4,vocals,0.2528
79.4587,0.0000,0,drums,0.0787
79.5632,0.0000,4,drums,0.0387
79.8070,0.0000,2,drums,0.2552
79.9115,0.0000,0,drums,0.0303
80.0276,0.0000,4,drums,0.5089
80.2017,0.0000,2,vocals,0.1029
80.4223,0.0000,1,vocals,1.2189
80.5036,0.0000,3,drums,0.0439
80.5849,0.0000,2,vocals,0.4653
80.7242,0.0000,3,vocals,0.2490
80.8751,0.0000,0,drums,0.9237
81.0144,0.0000,2,vocals,0.5590
81.1189,0.0000,0,drums,0.1338
81.3163,0.0000,4,drums,0.1048
81.4208,0.0000,0,vocals,0.1448
81.6298,0.0000,2,drums,0.0124
81.7342,0.0000,0,drums,0.5979
81.8503,0.0000,4,drums,0.0242
81.9200,0.0000,2,vocals,0.3571
82.0593,0.0000,4,vocals,0.2606
82.1638,0.0000,2,vocals,1.1002
82.2451,0.0000,1,drums,0.0178
82.4424,0.0000,3,vocals,0.4112
82.5934,0.0000,0,drums,1.0888
82.7211,0.0000,2,vocals,0.1564
82.8372,0.0000,3,vocals,0.2752
83.0694,0.0000,2,vocals,0.4582
83.2435,0.0000,0,drums,0.2473
83.4757,0.0000,2,vocals,0.6638
83.5918,0.0000,4,drums,0.0310
83.6847,0.0000,2,vocals,0.2755
83.7776,0.0000,4,vocals,0.3320
83.9053,0.0000,2,vocals,0.5660
83.9982,0.0000,4,drums,0.0216
84.0678,0.0000,1,vocals,0.2865
84.2652,0.0000,2,vocals,0.3978
84.3581,0.0000,0,drums,0.0464
84.5322,0.0000,3,vocals,0.3204
84.6251,0.0000,4,drums,0.0235
84.7412,0.0000,1,drums,0.7135
84.8457,0.0000,2,vocals,0.1778
84.9850,0.0000,3,drums,0.0324
85.0779,0.0000,0,drums,0.0495
85.1592,0.0000,2,vocals,0.4969
85.2869,0.0000,4,vocals,0.1523
85.3914,0.0000,1,vocals,0.4574
85.5888,0.0000,4,drums,0.0847
85.6816,0.0000,2,drums,0.0095
85.8093,0.0000,0,drums,0.5588
85.9022,0.0000,2,vocals,0.3140
86.0067,0.0000,1,vocals,1.3310
86.1344,0.0000,2,vocals,0.1692
86.2389,0.0000,3,vocals,0.1477
86.3318,0.0000,4,drums,0.1816
86.4479,0.0000,1,drums,0.5556
86.5524,0.0000,3,drums,0.0306
86.6685,0.0000,0,drums,0.3370
86.8775,0.0000,4,drums,0.6247
86.9936,0.0000,2,drums,0.0654
87.0632,0.0000,4,vocals,0.5988
87.2838,0.0000,0,vocals,2.2564
87.3999,0.0000,2,vocals,0.3430
87.5160,0.0000,0,drums,0.7116
87.7250,0.0000,4,drums,0.8940
87.8527,0.0000,1,vocals,0.2021
87.9688,0.0000,3,drums,0.1081
88.0617,0.0000,0,drums,0.2512
88.1546,0.0000,2,drums,0.3575
88.2707,0.0000,4,drums,0.0380
88.3868,0.0000,2,drums,0.3750
88.5841,0.0000,0,drums,0.5373
88.7118,0.0000,2,vocals,0.1102
88.8047,0.0000,4,drums,0.5478
89.0137,0.0000,1,drums,1.1206
89.1530,0.0000,3,vocals,0.2785
89.2343,0.0000,0,drums,0.7293
89.3039,0.0000,2,vocals,0.1178
89.4433,0.0000,0,drums,1.1460
89.5129,0.0000,3,vocals,0.3783
89.6639,0.0000,4,drums,0.4614
89.7683,0.0000,2,drums,0.6050
89.8728,0.0000,0,drums,0.7818
89.9773,0.0000,4,drums,0.3166
90.0934,0.0000,1,drums,0.4608
90.1979,0.0000,3,drums,0.6665
90.3024,0.0000,2,vocals,0.9254
90.4069,0.0000,0,drums,0.3161
90.5114,0.0000,4,drums,0.4671
90.6275,0.0000,2,drums,0.4294
90.7668,0.0000,0,vocals,1.0897
90.8365,0.0000,2,drums,0.5792
90.9410,0.0000,4,drums,0.3239
91.0571,0.0000,1,drums,0.2431
91.1383,0.0000,2,vocals,0.3857
91.4286,0.0000,4,vocals,0.2565
91.5563,0.0000,2,vocals,1.5072
91.6608,0.0000,1,vocals,0.2682
91.7769,0.0000,2,vocals,1.7990
92.0091,0.0000,3,vocals,0.3157
92.2877,0.0000,2,vocals,0.2473
92.4154,0.0000,0,vocals,1.7682
92.5431,0.0000,2,vocals,0.1008
92.6360,0.0000,4,vocals,0.1298
92.7057,0.0000,3,drums,0.0136
92.8682,0.0000,0,drums,0.5986
93.1004,0.0000,2,vocals,0.2548
93.3094,0.0000,1,vocals,0.1446
93.5184,0.0000,4,drums,0.3541
93.7273,0.0000,2,vocals,0.9369
93.8551,0.0000,4,drums,0.0444
93.9479,0.0000,3,vocals,0.6933
94.0524,0.0000,2,vocals,0.1727
94.1569,0.0000,0,drums,1.4229
94.2614,0.0000,4,drums,0.0137
94.3775,0.0000,1,drums,0.6746
94.5865,0.0000,3,drums,0.2928
94.8071,0.0000,0,drums,0.4260
95.0161,0.0000,4,drums,1.2269
95.2134,0.0000,0,vocals,0.3206
95.4456,0.0000,2,drums,1.2197
95.5501,0.0000,4,vocals,0.1139
95.6662,0.0000,0,drums,0.1441
95.7359,0.0000,4,vocals,0.3051
95.8752,0.0000,1,drums,0.9405
96.0261,0.0000,2,vocals,0.2049
96.2932,0.0000,1,drums,0.9156
96.5254,0.0000,3,drums,0.1753
96.7459,0.0000,1,vocals,0.1290
96.9433,0.0000,0,drums,0.5216
97.1523,0.0000,4,drums,1.2964
97.2568,0.0000,2,vocals,0.2181
97.3729,0.0000,3,vocals,0.6724
97.5819,0.0000,2,drums,1.2466
97.6980,0.0000,0,drums,0.0251
97.8024,0.0000,4,drums,0.8522
97.9185,0.0000,2,vocals,0.1918
98.0230,0.0000,0,vocals,0.9110
98.2320,0.0000,1,drums,0.5246
98.4410,0.0000,3,drums,1.5790
98.6500,0.0000,2,vocals,1.1805
98.8706,0.0000,0,drums,1.5713
99.0331,0.0000,4,vocals,0.3589
99.3001,0.0000,1,drums,1.2356
99.3930,0.0000,2,vocals,0.4124
99.5091,0.0000,4,drums,0.9106
99.6600,0.0000,1,vocals,0.3179
99.7297,0.0000,0,drums,0.7645
99.9503,0.0000,2,vocals,0.1710
100.1593,0.0000,4,drums,0.2886
100.3683,0.0000,1,drums,0.4787
100.5888,0.0000,3,drums,1.0871
100.8094,0.0000,0,vocals,0.6637
101.0184,0.0000,2,drums,1.0301
101.2274,0.0000,4,drums,0.9816
101.3087,0.0000,2,vocals,0.1527
101.4480,0.0000,4,drums,0.6100
101.5409,0.0000,0,vocals,0.1132
