---,QuestionId,Image,StageName,RealName,Aliases,GroupName,Generation,Category,PoolTags,bEnabled
BJ_018,BJ_018,Texture2D'/Game/IdolQuiz/Images/BJ/T_BJ_018.T_BJ_018',꿀탱탱,,,BJ,0,BJ,BJ,True
BJ_019,BJ_019,Texture2D'/Game/IdolQuiz/Images/BJ/T_BJ_019.T_BJ_019',나는상윤,,,BJ,0,BJ,BJ,True
BJ_020,BJ_020,Texture2D'/Game/IdolQuiz/Images/BJ/T_BJ_020.T_BJ_020',나무늘봉순,,,BJ,0,BJ,BJ,True
BJ_021,BJ_021,Texture2D'/Game/IdolQuiz/Images/BJ/T_BJ_021.T_BJ_021',남순,,,BJ,0,BJ,BJ,True
BJ_022,BJ_022,Texture2D'/Game/IdolQuiz/Images/BJ/T_BJ_022.T_BJ_022',다누리,,,BJ,0,BJ,BJ,True
BJ_023,BJ_023,Texture2D'/Game/IdolQuiz/Images/BJ/T_BJ_023.T_BJ_023',다쁘,,,BJ,0,BJ,BJ,True
BJ_024,BJ_024,Texture2D'/Game/IdolQuiz/Images/BJ/T_BJ_024.T_BJ_024',단아냥,,,BJ,0,BJ,BJ,True
BJ_025,BJ_025,Texture2D'/Game/IdolQuiz/Images/BJ/T_BJ_025.T_BJ_025',도파,,,BJ,0,BJ,BJ,True
BJ_026,BJ_026,Texture2D'/Game/IdolQuiz/Images/BJ/T_BJ_026.T_BJ_026',두니주니,,,BJ,0,BJ,BJ,True
BJ_027,BJ_027,Texture2D'/Game/IdolQuiz/Images/BJ/T_BJ_027.T_BJ_027',두치와뿌꾸,,,BJ,0,BJ,BJ,True
BJ_028,BJ_028,Texture2D'/Game/IdolQuiz/Images/BJ/T_BJ_028.T_BJ_028',듀단,,,BJ,0,BJ,BJ,True
BJ_029,BJ_029,Texture2D'/Game/IdolQuiz/Images/BJ/T_BJ_029.T_BJ_029',땡지,,,BJ,0,BJ,BJ,True
BJ_030,BJ_030,Texture2D'/Game/IdolQuiz/Images/BJ/T_BJ_030.T_BJ_030',뚜밥,,,BJ,0,BJ,BJ,True
BJ_031,BJ_031,Texture2D'/Game/IdolQuiz/Images/BJ/T_BJ_031.T_BJ_031',뜨뜨뜨뜨,,,BJ,0,BJ,BJ,True
BJ_032,BJ_032,Texture2D'/Game/IdolQuiz/Images/BJ/T_BJ_032.T_BJ_032',랄로,,,BJ,0,BJ,BJ,True
BJ_033,BJ_033,Texture2D'/Game/IdolQuiz/Images/BJ/T_BJ_033.T_BJ_033',러아,,,BJ,0,BJ,BJ,True
BJ_034,BJ_034,Texture2D'/Game/IdolQuiz/Images/BJ/T_BJ_034.T_BJ_034',로렌,,,BJ,0,BJ,BJ,True
BJ_035,BJ_035,Texture2D'/Game/IdolQuiz/Images/BJ/T_BJ_035.T_BJ_035',롤선생,,,BJ,0,BJ,BJ,True
BJ_036,BJ_036,Texture2D'/Game/IdolQuiz/Images/BJ/T_BJ_036.T_BJ_036',룩삼,,,BJ,0,BJ,BJ,True
BJ_037,BJ_037,Texture2D'/Game/IdolQuiz/Images/BJ/T_BJ_037.T_BJ_037',릴카,,,BJ,0,BJ,BJ,True
BJ_038,BJ_038,Texture2D'/Game/IdolQuiz/Images/BJ/T_BJ_038.T_BJ_038',마이민,,,BJ,0,BJ,BJ,True
BJ_039,BJ_039,Texture2D'/Game/IdolQuiz/Images/BJ/T_BJ_039.T_BJ_039',만기퇴소,,,BJ,0,BJ,BJ,True
BJ_040,BJ_040,Texture2D'/Game/IdolQuiz/Images/BJ/T_BJ_040.T_BJ_040',매드라이프,,,BJ,0,BJ,BJ,True
BJ_041,BJ_041,Texture2D'/Game/IdolQuiz/Images/BJ/T_BJ_041.T_BJ_041',문월,,,BJ,0,BJ,BJ,True
BJ_042,BJ_042,Texture2D'/Game/IdolQuiz/Images/BJ/T_BJ_042.T_BJ_042',미래,,,BJ,0,BJ,BJ,True
BJ_043,BJ_043,Texture2D'/Game/IdolQuiz/Images/BJ/T_BJ_043.T_BJ_043',미스틱,,,BJ,0,BJ,BJ,True
BJ_044,BJ_044,Texture2D'/Game/IdolQuiz/Images/BJ/T_BJ_044.T_BJ_044',민찬기,,,BJ,0,BJ,BJ,True
BJ_045,BJ_045,Texture2D'/Game/IdolQuiz/Images/BJ/T_BJ_045.T_BJ_045',박삐삐,,,BJ,0,BJ,BJ,True
BJ_046,BJ_046,Texture2D'/Game/IdolQuiz/Images/BJ/T_BJ_046.T_BJ_046',박사장,,,BJ,0,BJ,BJ,True
BJ_047,BJ_047,Texture2D'/Game/IdolQuiz/Images/BJ/T_BJ_047.T_BJ_047',박하악,,,BJ,0,BJ,BJ,True
BJ_048,BJ_048,Texture2D'/Game/IdolQuiz/Images/BJ/T_BJ_048.T_BJ_048',백크,,,BJ,0,BJ,BJ,True
BJ_049,BJ_049,Texture2D'/Game/IdolQuiz/Images/BJ/T_BJ_049.T_BJ_049',블랙워크,,,BJ,0,BJ,BJ,True
BJ_050,BJ_050,Texture2D'/Game/IdolQuiz/Images/BJ/T_BJ_050.T_BJ_050',뿌리,,,BJ,0,BJ,BJ,True
BJ_051,BJ_051,Texture2D'/Game/IdolQuiz/Images/BJ/T_BJ_051.T_BJ_051',서윤,,,BJ,0,BJ,BJ,True
BJ_052,BJ_052,Texture2D'/Game/IdolQuiz/Images/BJ/T_BJ_052.T_BJ_052',세야,,,BJ,0,BJ,BJ,True
BJ_053,BJ_053,Texture2D'/Game/IdolQuiz/Images/BJ/T_BJ_053.T_BJ_053',수피,,,BJ,0,BJ,BJ,True
BJ_054,BJ_054,Texture2D'/Game/IdolQuiz/Images/BJ/T_BJ_054.T_BJ_054',수힛,,,BJ,0,BJ,BJ,True
BJ_055,BJ_055,Texture2D'/Game/IdolQuiz/Images/BJ/T_BJ_055.T_BJ_055',스맵,,,BJ,0,BJ,BJ,True
BJ_056,BJ_056,Texture2D'/Game/IdolQuiz/Images/BJ/T_BJ_056.T_BJ_056',시조새,,,BJ,0,BJ,BJ,True
BJ_057,BJ_057,Texture2D'/Game/IdolQuiz/Images/BJ/T_BJ_057.T_BJ_057',쏘대장,,,BJ,0,BJ,BJ,True
BJ_058,BJ_058,Texture2D'/Game/IdolQuiz/Images/BJ/T_BJ_058.T_BJ_058',안녕수야,,,BJ,0,BJ,BJ,True
BJ_059,BJ_059,Texture2D'/Game/IdolQuiz/Images/BJ/T_BJ_059.T_BJ_059',애교용,,,BJ,0,BJ,BJ,True
BJ_060,BJ_060,Texture2D'/Game/IdolQuiz/Images/BJ/T_BJ_060.T_BJ_060',앵지,,,BJ,0,BJ,BJ,True
BJ_061,BJ_061,Texture2D'/Game/IdolQuiz/Images/BJ/T_BJ_061.T_BJ_061',에스카,,,BJ,0,BJ,BJ,True
BJ_062,BJ_062,Texture2D'/Game/IdolQuiz/Images/BJ/T_BJ_062.T_BJ_062',여우비,,,BJ,0,BJ,BJ,True
BJ_063,BJ_063,Texture2D'/Game/IdolQuiz/Images/BJ/T_BJ_063.T_BJ_063',염보성,,,BJ,0,BJ,BJ,True
BJ_064,BJ_064,Texture2D'/Game/IdolQuiz/Images/BJ/T_BJ_064.T_BJ_064',오뀨,,,BJ,0,BJ,BJ,True
BJ_065,BJ_065,Texture2D'/Game/IdolQuiz/Images/BJ/T_BJ_065.T_BJ_065',오메킴승현,,,BJ,0,BJ,BJ,True
BJ_066,BJ_066,Texture2D'/Game/IdolQuiz/Images/BJ/T_BJ_066.T_BJ_066',오세블리,,,BJ,0,BJ,BJ,True
BJ_067,BJ_067,Texture2D'/Game/IdolQuiz/Images/BJ/T_BJ_067.T_BJ_067',오아,,,BJ,0,BJ,BJ,True
BJ_068,BJ_068,Texture2D'/Game/IdolQuiz/Images/BJ/T_BJ_068.T_BJ_068',와치,,,BJ,0,BJ,BJ,True
BJ_069,BJ_069,Texture2D'/Game/IdolQuiz/Images/BJ/T_BJ_069.T_BJ_069',우정잉,,,BJ,0,BJ,BJ,True
BJ_070,BJ_070,Texture2D'/Game/IdolQuiz/Images/BJ/T_BJ_070.T_BJ_070',운타라,,,BJ,0,BJ,BJ,True
BJ_071,BJ_071,Texture2D'/Game/IdolQuiz/Images/BJ/T_BJ_071.T_BJ_071',유소나,,,BJ,0,BJ,BJ,True
BJ_072,BJ_072,Texture2D'/Game/IdolQuiz/Images/BJ/T_BJ_072.T_BJ_072',유혜디,,,BJ,0,BJ,BJ,True
BJ_073,BJ_073,Texture2D'/Game/IdolQuiz/Images/BJ/T_BJ_073.T_BJ_073',이경민,,,BJ,0,BJ,BJ,True
BJ_074,BJ_074,Texture2D'/Game/IdolQuiz/Images/BJ/T_BJ_074.T_BJ_074',이상호,,,BJ,0,BJ,BJ,True
BJ_075,BJ_075,Texture2D'/Game/IdolQuiz/Images/BJ/T_BJ_075.T_BJ_075',이아린,,,BJ,0,BJ,BJ,True
BJ_076,BJ_076,Texture2D'/Game/IdolQuiz/Images/BJ/T_BJ_076.T_BJ_076',임선비,,,BJ,0,BJ,BJ,True
BJ_077,BJ_077,Texture2D'/Game/IdolQuiz/Images/BJ/T_BJ_077.T_BJ_077',임아니,,,BJ,0,BJ,BJ,True
BJ_078,BJ_078,Texture2D'/Game/IdolQuiz/Images/BJ/T_BJ_078.T_BJ_078',저라뎃,,,BJ,0,BJ,BJ,True
BJ_079,BJ_079,Texture2D'/Game/IdolQuiz/Images/BJ/T_BJ_079.T_BJ_079',전수찬,,,BJ,0,BJ,BJ,True
BJ_080,BJ_080,Texture2D'/Game/IdolQuiz/Images/BJ/T_BJ_080.T_BJ_080',정윤종,,,BJ,0,BJ,BJ,True
BJ_081,BJ_081,Texture2D'/Game/IdolQuiz/Images/BJ/T_BJ_081.T_BJ_081',조경훈,,,BJ,0,BJ,BJ,True
BJ_082,BJ_082,Texture2D'/Game/IdolQuiz/Images/BJ/T_BJ_082.T_BJ_082',주둥이,,,BJ,0,BJ,BJ,True
BJ_083,BJ_083,Texture2D'/Game/IdolQuiz/Images/BJ/T_BJ_083.T_BJ_083',주보리,,,BJ,0,BJ,BJ,True
BJ_084,BJ_084,Texture2D'/Game/IdolQuiz/Images/BJ/T_BJ_084.T_BJ_084',주서리,,,BJ,0,BJ,BJ,True
BJ_085,BJ_085,Texture2D'/Game/IdolQuiz/Images/BJ/T_BJ_085.T_BJ_085',준밧드,,,BJ,0,BJ,BJ,True
BJ_086,BJ_086,Texture2D'/Game/IdolQuiz/Images/BJ/T_BJ_086.T_BJ_086',지피티,,,BJ,0,BJ,BJ,True
BJ_087,BJ_087,Texture2D'/Game/IdolQuiz/Images/BJ/T_BJ_087.T_BJ_087',쩡혁,,,BJ,0,BJ,BJ,True
BJ_088,BJ_088,Texture2D'/Game/IdolQuiz/Images/BJ/T_BJ_088.T_BJ_088',창현,,,BJ,0,BJ,BJ,True
BJ_089,BJ_089,Texture2D'/Game/IdolQuiz/Images/BJ/T_BJ_089.T_BJ_089',철구,,,BJ,0,BJ,BJ,True
BJ_090,BJ_090,Texture2D'/Game/IdolQuiz/Images/BJ/T_BJ_090.T_BJ_090',철면수심,,,BJ,0,BJ,BJ,True
BJ_091,BJ_091,Texture2D'/Game/IdolQuiz/Images/BJ/T_BJ_091.T_BJ_091',최군,,,BJ,0,BJ,BJ,True
BJ_092,BJ_092,Texture2D'/Game/IdolQuiz/Images/BJ/T_BJ_092.T_BJ_092',최기명,,,BJ,0,BJ,BJ,True
BJ_093,BJ_093,Texture2D'/Game/IdolQuiz/Images/BJ/T_BJ_093.T_BJ_093',침착맨,,,BJ,0,BJ,BJ,True
BJ_094,BJ_094,Texture2D'/Game/IdolQuiz/Images/BJ/T_BJ_094.T_BJ_094',칸,,,BJ,0,BJ,BJ,True
BJ_095,BJ_095,Texture2D'/Game/IdolQuiz/Images/BJ/T_BJ_095.T_BJ_095',캬하하,,,BJ,0,BJ,BJ,True
BJ_096,BJ_096,Texture2D'/Game/IdolQuiz/Images/BJ/T_BJ_096.T_BJ_096',커맨더지코,,,BJ,0,BJ,BJ,True
BJ_097,BJ_097,Texture2D'/Game/IdolQuiz/Images/BJ/T_BJ_097.T_BJ_097',케이,,,BJ,0,BJ,BJ,True
BJ_098,BJ_098,Texture2D'/Game/IdolQuiz/Images/BJ/T_BJ_098.T_BJ_098',코뚱잉,,,BJ,0,BJ,BJ,True
BJ_099,BJ_099,Texture2D'/Game/IdolQuiz/Images/BJ/T_BJ_099.T_BJ_099',쿼드,,,BJ,0,BJ,BJ,True
BJ_100,BJ_100,Texture2D'/Game/IdolQuiz/Images/BJ/T_BJ_100.T_BJ_100',클템,,,BJ,0,BJ,BJ,True
BJ_101,BJ_101,Texture2D'/Game/IdolQuiz/Images/BJ/T_BJ_101.T_BJ_101',킴성태,,,BJ,0,BJ,BJ,True
BJ_102,BJ_102,Texture2D'/Game/IdolQuiz/Images/BJ/T_BJ_102.T_BJ_102',타요,,,BJ,0,BJ,BJ,True
BJ_103,BJ_103,Texture2D'/Game/IdolQuiz/Images/BJ/T_BJ_103.T_BJ_103',탱글다희,,,BJ,0,BJ,BJ,True
BJ_104,BJ_104,Texture2D'/Game/IdolQuiz/Images/BJ/T_BJ_104.T_BJ_104',토끼예나,,,BJ,0,BJ,BJ,True
BJ_105,BJ_105,Texture2D'/Game/IdolQuiz/Images/BJ/T_BJ_105.T_BJ_105',토마토,,,BJ,0,BJ,BJ,True
BJ_106,BJ_106,Texture2D'/Game/IdolQuiz/Images/BJ/T_BJ_106.T_BJ_106',트할,,,BJ,0,BJ,BJ,True
BJ_107,BJ_107,Texture2D'/Game/IdolQuiz/Images/BJ/T_BJ_107.T_BJ_107',팡이요,,,BJ,0,BJ,BJ,True
BJ_108,BJ_108,Texture2D'/Game/IdolQuiz/Images/BJ/T_BJ_108.T_BJ_108',프레이,,,BJ,0,BJ,BJ,True
BJ_109,BJ_109,Texture2D'/Game/IdolQuiz/Images/BJ/T_BJ_109.T_BJ_109',향이,,,BJ,0,BJ,BJ,True
BJ_110,BJ_110,Texture2D'/Game/IdolQuiz/Images/BJ/T_BJ_110.T_BJ_110',홍구,,,BJ,0,BJ,BJ,True
BJ_111,BJ_111,Texture2D'/Game/IdolQuiz/Images/BJ/T_BJ_111.T_BJ_111',화정,,,BJ,0,BJ,BJ,True
BJ_112,BJ_112,Texture2D'/Game/IdolQuiz/Images/BJ/T_BJ_112.T_BJ_112',효딤,,,BJ,0,BJ,BJ,True
