---,QuestionId,Image,StageName,RealName,Aliases,GroupName,Generation,Category,PoolTags,bEnabled
ONEPIECE_047,ONEPIECE_047,Texture2D'/Game/IdolQuiz/Images/OnePiece/T_ONEPIECE_047.T_ONEPIECE_047',잇쇼,,,OnePiece,0,OnePiece,OnePiece,True
ONEPIECE_048,ONEPIECE_048,Texture2D'/Game/IdolQuiz/Images/OnePiece/T_ONEPIECE_048.T_ONEPIECE_048',도마,,,OnePiece,0,OnePiece,OnePiece,True
ONEPIECE_049,ONEPIECE_049,Texture2D'/Game/IdolQuiz/Images/OnePiece/T_ONEPIECE_049.T_ONEPIECE_049',핵,,,OnePiece,0,OnePiece,OnePiece,True
ONEPIECE_050,ONEPIECE_050,Texture2D'/Game/IdolQuiz/Images/OnePiece/T_ONEPIECE_050.T_ONEPIECE_050',바르톨로메오,,,OnePiece,0,OnePiece,OnePiece,True
ONEPIECE_051,ONEPIECE_051,Texture2D'/Game/IdolQuiz/Images/OnePiece/T_ONEPIECE_051.T_ONEPIECE_051',캐번디시,,,OnePiece,0,OnePiece,OnePiece,True
ONEPIECE_052,ONEPIECE_052,Texture2D'/Game/IdolQuiz/Images/OnePiece/T_ONEPIECE_052.T_ONEPIECE_052',호디 존스,,,OnePiece,0,OnePiece,OnePiece,True
ONEPIECE_053,ONEPIECE_053,Texture2D'/Game/IdolQuiz/Images/OnePiece/T_ONEPIECE_053.T_ONEPIECE_053',토프먼 워큐리 성,,,OnePiece,0,OnePiece,OnePiece,True
ONEPIECE_054,ONEPIECE_054,Texture2D'/Game/IdolQuiz/Images/OnePiece/T_ONEPIECE_054.T_ONEPIECE_054',다즈 보네스,,,OnePiece,0,OnePiece,OnePiece,True
ONEPIECE_055,ONEPIECE_055,Texture2D'/Game/IdolQuiz/Images/OnePiece/T_ONEPIECE_055.T_ONEPIECE_055',샬롯 아망드,,,OnePiece,0,OnePiece,OnePiece,True
ONEPIECE_056,ONEPIECE_056,Texture2D'/Game/IdolQuiz/Images/OnePiece/T_ONEPIECE_056.T_ONEPIECE_056',샬롯 브륄레,,,OnePiece,0,OnePiece,OnePiece,True
ONEPIECE_057,ONEPIECE_057,Texture2D'/Game/IdolQuiz/Images/OnePiece/T_ONEPIECE_057.T_ONEPIECE_057',다이스,,,OnePiece,0,OnePiece,OnePiece,True
ONEPIECE_058,ONEPIECE_058,Texture2D'/Game/IdolQuiz/Images/OnePiece/T_ONEPIECE_058.T_ONEPIECE_058',반디 월드,,,OnePiece,0,OnePiece,OnePiece,True
ONEPIECE_059,ONEPIECE_059,Texture2D'/Game/IdolQuiz/Images/OnePiece/T_ONEPIECE_059.T_ONEPIECE_059',빈스모크 이치디,,,OnePiece,0,OnePiece,OnePiece,True
ONEPIECE_060,ONEPIECE_060,Texture2D'/Game/IdolQuiz/Images/OnePiece/T_ONEPIECE_060.T_ONEPIECE_060',블루 길리,,,OnePiece,0,OnePiece,OnePiece,True
ONEPIECE_061,ONEPIECE_061,Texture2D'/Game/IdolQuiz/Images/OnePiece/T_ONEPIECE_061.T_ONEPIECE_061',마샬 D 티치,,마샬 디 티치,OnePiece,0,OnePiece,OnePiece,True
ONEPIECE_062,ONEPIECE_062,Texture2D'/Game/IdolQuiz/Images/OnePiece/T_ONEPIECE_062.T_ONEPIECE_062',하루타,,,OnePiece,0,OnePiece,OnePiece,True
ONEPIECE_063,ONEPIECE_063,Texture2D'/Game/IdolQuiz/Images/OnePiece/T_ONEPIECE_063.T_ONEPIECE_063',론즈,,,OnePiece,0,OnePiece,OnePiece,True
ONEPIECE_064,ONEPIECE_064,Texture2D'/Game/IdolQuiz/Images/OnePiece/T_ONEPIECE_064.T_ONEPIECE_064',드로피,,,OnePiece,0,OnePiece,OnePiece,True
ONEPIECE_065,ONEPIECE_065,Texture2D'/Game/IdolQuiz/Images/OnePiece/T_ONEPIECE_065.T_ONEPIECE_065',에드워드 위블,,,OnePiece,0,OnePiece,OnePiece,True
ONEPIECE_066,ONEPIECE_066,Texture2D'/Game/IdolQuiz/Images/OnePiece/T_ONEPIECE_066.T_ONEPIECE_066',슈,,,OnePiece,0,OnePiece,OnePiece,True
ONEPIECE_067,ONEPIECE_067,Texture2D'/Game/IdolQuiz/Images/OnePiece/T_ONEPIECE_067.T_ONEPIECE_067',로브 루치,,,OnePiece,0,OnePiece,OnePiece,True
ONEPIECE_068,ONEPIECE_068,Texture2D'/Game/IdolQuiz/Images/OnePiece/T_ONEPIECE_068.T_ONEPIECE_068',코즈키 모모노스케,,,OnePiece,0,OnePiece,OnePiece,True
ONEPIECE_069,ONEPIECE_069,Texture2D'/Game/IdolQuiz/Images/OnePiece/T_ONEPIECE_069.T_ONEPIECE_069',카쿠,,,OnePiece,0,OnePiece,OnePiece,True
ONEPIECE_070,ONEPIECE_070,Texture2D'/Game/IdolQuiz/Images/OnePiece/T_ONEPIECE_070.T_ONEPIECE_070',샬롯 플랑페,,,OnePiece,0,OnePiece,OnePiece,True
ONEPIECE_071,ONEPIECE_071,Texture2D'/Game/IdolQuiz/Images/OnePiece/T_ONEPIECE_071.T_ONEPIECE_071',바질 호킨스,,,OnePiece,0,OnePiece,OnePiece,True
ONEPIECE_072,ONEPIECE_072,Texture2D'/Game/IdolQuiz/Images/OnePiece/T_ONEPIECE_072.T_ONEPIECE_072',베이비 5,,,OnePiece,0,OnePiece,OnePiece,True
ONEPIECE_073,ONEPIECE_073,Texture2D'/Game/IdolQuiz/Images/OnePiece/T_ONEPIECE_073.T_ONEPIECE_073',압둘라 & 제트,,압둘라 앤 제트|압둘라 엔 제트,OnePiece,0,OnePiece,OnePiece,True
ONEPIECE_074,ONEPIECE_074,Texture2D'/Game/IdolQuiz/Images/OnePiece/T_ONEPIECE_074.T_ONEPIECE_074',칭자오,,,OnePiece,0,OnePiece,OnePiece,True
ONEPIECE_075,ONEPIECE_075,Texture2D'/Game/IdolQuiz/Images/OnePiece/T_ONEPIECE_075.T_ONEPIECE_075',보빈,,,OnePiece,0,OnePiece,OnePiece,True
ONEPIECE_076,ONEPIECE_076,Texture2D'/Game/IdolQuiz/Images/OnePiece/T_ONEPIECE_076.T_ONEPIECE_076',비올라,,,OnePiece,0,OnePiece,OnePiece,True
ONEPIECE_077,ONEPIECE_077,Texture2D'/Game/IdolQuiz/Images/OnePiece/T_ONEPIECE_077.T_ONEPIECE_077',야마카지,,,OnePiece,0,OnePiece,OnePiece,True
ONEPIECE_078,ONEPIECE_078,Texture2D'/Game/IdolQuiz/Images/OnePiece/T_ONEPIECE_078.T_ONEPIECE_078',Dr 베가펑크,,닥터 베가펑크,OnePiece,0,OnePiece,OnePiece,True
ONEPIECE_079,ONEPIECE_079,Texture2D'/Game/IdolQuiz/Images/OnePiece/T_ONEPIECE_079.T_ONEPIECE_079',젬,,,OnePiece,0,OnePiece,OnePiece,True
ONEPIECE_080,ONEPIECE_080,Texture2D'/Game/IdolQuiz/Images/OnePiece/T_ONEPIECE_080.T_ONEPIECE_080',도베르만,,,OnePiece,0,OnePiece,OnePiece,True
ONEPIECE_081,ONEPIECE_081,Texture2D'/Game/IdolQuiz/Images/OnePiece/T_ONEPIECE_081.T_ONEPIECE_081',완다,,,OnePiece,0,OnePiece,OnePiece,True
ONEPIECE_082,ONEPIECE_082,Texture2D'/Game/IdolQuiz/Images/OnePiece/T_ONEPIECE_082.T_ONEPIECE_082',에단바론 V 나스쥬로 성,,,OnePiece,0,OnePiece,OnePiece,True
ONEPIECE_083,ONEPIECE_083,Texture2D'/Game/IdolQuiz/Images/OnePiece/T_ONEPIECE_083.T_ONEPIECE_083',이조,,,OnePiece,0,OnePiece,OnePiece,True
ONEPIECE_084,ONEPIECE_084,Texture2D'/Game/IdolQuiz/Images/OnePiece/T_ONEPIECE_084.T_ONEPIECE_084',포트거스 D 에이스,,포트거스 디 에이스,OnePiece,0,OnePiece,OnePiece,True
ONEPIECE_085,ONEPIECE_085,Texture2D'/Game/IdolQuiz/Images/OnePiece/T_ONEPIECE_085.T_ONEPIECE_085',크로커다일,,,OnePiece,0,OnePiece,OnePiece,True
ONEPIECE_086,ONEPIECE_086,Texture2D'/Game/IdolQuiz/Images/OnePiece/T_ONEPIECE_086.T_ONEPIECE_086',스쿼드,,,OnePiece,0,OnePiece,OnePiece,True
ONEPIECE_087,ONEPIECE_087,Texture2D'/Game/IdolQuiz/Images/OnePiece/T_ONEPIECE_087.T_ONEPIECE_087',달마시안,,,OnePiece,0,OnePiece,OnePiece,True
ONEPIECE_088,ONEPIECE_088,Texture2D'/Game/IdolQuiz/Images/OnePiece/T_ONEPIECE_088.T_ONEPIECE_088',페콤즈,,,OnePiece,0,OnePiece,OnePiece,True
ONEPIECE_089,ONEPIECE_089,Texture2D'/Game/IdolQuiz/Images/OnePiece/T_ONEPIECE_089.T_ONEPIECE_089',타시기,,,OnePiece,0,OnePiece,OnePiece,True
ONEPIECE_090,ONEPIECE_090,Texture2D'/Game/IdolQuiz/Images/OnePiece/T_ONEPIECE_090.T_ONEPIECE_090',술레이만,,,OnePiece,0,OnePiece,OnePiece,True
ONEPIECE_091,ONEPIECE_091,Texture2D'/Game/IdolQuiz/Images/OnePiece/T_ONEPIECE_091.T_ONEPIECE_091',코즈키 히요리,,,OnePiece,0,OnePiece,OnePiece,True
ONEPIECE_092,ONEPIECE_092,Texture2D'/Game/IdolQuiz/Images/OnePiece/T_ONEPIECE_092.T_ONEPIECE_092',쿠로즈미 칸주로,,,OnePiece,0,OnePiece,OnePiece,True
ONEPIECE_093,ONEPIECE_093,Texture2D'/Game/IdolQuiz/Images/OnePiece/T_ONEPIECE_093.T_ONEPIECE_093',엘리자벨로 2세,,,OnePiece,0,OnePiece,OnePiece,True
ONEPIECE_094,ONEPIECE_094,Texture2D'/Game/IdolQuiz/Images/OnePiece/T_ONEPIECE_094.T_ONEPIECE_094',니코 로빈,,,OnePiece,0,OnePiece,OnePiece,True
ONEPIECE_095,ONEPIECE_095,Texture2D'/Game/IdolQuiz/Images/OnePiece/T_ONEPIECE_095.T_ONEPIECE_095',버팔로,,,OnePiece,0,OnePiece,OnePiece,True
ONEPIECE_096,ONEPIECE_096,Texture2D'/Game/IdolQuiz/Images/OnePiece/T_ONEPIECE_096.T_ONEPIECE_096',모몬가,,,OnePiece,0,OnePiece,OnePiece,True
ONEPIECE_097,ONEPIECE_097,Texture2D'/Game/IdolQuiz/Images/OnePiece/T_ONEPIECE_097.T_ONEPIECE_097',킹듀,,,OnePiece,0,OnePiece,OnePiece,True
ONEPIECE_098,ONEPIECE_098,Texture2D'/Game/IdolQuiz/Images/OnePiece/T_ONEPIECE_098.T_ONEPIECE_098',다가마,,,OnePiece,0,OnePiece,OnePiece,True
ONEPIECE_099,ONEPIECE_099,Texture2D'/Game/IdolQuiz/Images/OnePiece/T_ONEPIECE_099.T_ONEPIECE_099',오즈,,,OnePiece,0,OnePiece,OnePiece,True
ONEPIECE_100,ONEPIECE_100,Texture2D'/Game/IdolQuiz/Images/OnePiece/T_ONEPIECE_100.T_ONEPIECE_100',나미,,,OnePiece,0,OnePiece,OnePiece,True
ONEPIECE_101,ONEPIECE_101,Texture2D'/Game/IdolQuiz/Images/OnePiece/T_ONEPIECE_101.T_ONEPIECE_101',화이티 베이,,,OnePiece,0,OnePiece,OnePiece,True
ONEPIECE_102,ONEPIECE_102,Texture2D'/Game/IdolQuiz/Images/OnePiece/T_ONEPIECE_102.T_ONEPIECE_102',페로나,,,OnePiece,0,OnePiece,OnePiece,True
ONEPIECE_103,ONEPIECE_103,Texture2D'/Game/IdolQuiz/Images/OnePiece/T_ONEPIECE_103.T_ONEPIECE_103',존 자이언트,,,OnePiece,0,OnePiece,OnePiece,True
ONEPIECE_104,ONEPIECE_104,Texture2D'/Game/IdolQuiz/Images/OnePiece/T_ONEPIECE_104.T_ONEPIECE_104',센고쿠,,,OnePiece,0,OnePiece,OnePiece,True
ONEPIECE_105,ONEPIECE_105,Texture2D'/Game/IdolQuiz/Images/OnePiece/T_ONEPIECE_105.T_ONEPIECE_105',카리나,,,OnePiece,0,OnePiece,OnePiece,True
ONEPIECE_106,ONEPIECE_106,Texture2D'/Game/IdolQuiz/Images/OnePiece/T_ONEPIECE_106.T_ONEPIECE_106',마하바이스,,,OnePiece,0,OnePiece,OnePiece,True
ONEPIECE_107,ONEPIECE_107,Texture2D'/Game/IdolQuiz/Images/OnePiece/T_ONEPIECE_107.T_ONEPIECE_107',롤로노아 조로,,,OnePiece,0,OnePiece,OnePiece,True
ONEPIECE_108,ONEPIECE_108,Texture2D'/Game/IdolQuiz/Images/OnePiece/T_ONEPIECE_108.T_ONEPIECE_108',압살롬,,,OnePiece,0,OnePiece,OnePiece,True
ONEPIECE_109,ONEPIECE_109,Texture2D'/Game/IdolQuiz/Images/OnePiece/T_ONEPIECE_109.T_ONEPIECE_109',코알라,,,OnePiece,0,OnePiece,OnePiece,True
ONEPIECE_110,ONEPIECE_110,Texture2D'/Game/IdolQuiz/Images/OnePiece/T_ONEPIECE_110.T_ONEPIECE_110',알파,,,OnePiece,0,OnePiece,OnePiece,True
ONEPIECE_111,ONEPIECE_111,Texture2D'/Game/IdolQuiz/Images/OnePiece/T_ONEPIECE_111.T_ONEPIECE_111',아슈라 동자,,,OnePiece,0,OnePiece,OnePiece,True
ONEPIECE_112,ONEPIECE_112,Texture2D'/Game/IdolQuiz/Images/OnePiece/T_ONEPIECE_112.T_ONEPIECE_112',오니구모,,,OnePiece,0,OnePiece,OnePiece,True
ONEPIECE_113,ONEPIECE_113,Texture2D'/Game/IdolQuiz/Images/OnePiece/T_ONEPIECE_113.T_ONEPIECE_113',라이조,,,OnePiece,0,OnePiece,OnePiece,True
ONEPIECE_114,ONEPIECE_114,Texture2D'/Game/IdolQuiz/Images/OnePiece/T_ONEPIECE_114.T_ONEPIECE_114',반더 덱켄 9세,,,OnePiece,0,OnePiece,OnePiece,True
ONEPIECE_115,ONEPIECE_115,Texture2D'/Game/IdolQuiz/Images/OnePiece/T_ONEPIECE_115.T_ONEPIECE_115',겟코 모리아,,,OnePiece,0,OnePiece,OnePiece,True
ONEPIECE_116,ONEPIECE_116,Texture2D'/Game/IdolQuiz/Images/OnePiece/T_ONEPIECE_116.T_ONEPIECE_116',칼리파,,,OnePiece,0,OnePiece,OnePiece,True
ONEPIECE_117,ONEPIECE_117,Texture2D'/Game/IdolQuiz/Images/OnePiece/T_ONEPIECE_117.T_ONEPIECE_117',네펠타리 D 비비,,네펠타리 디 비비,OnePiece,0,OnePiece,OnePiece,True
ONEPIECE_118,ONEPIECE_118,Texture2D'/Game/IdolQuiz/Images/OnePiece/T_ONEPIECE_118.T_ONEPIECE_118',샬롯 다이후쿠,,,OnePiece,0,OnePiece,OnePiece,True
ONEPIECE_119,ONEPIECE_119,Texture2D'/Game/IdolQuiz/Images/OnePiece/T_ONEPIECE_119.T_ONEPIECE_119',요크,,,OnePiece,0,OnePiece,OnePiece,True
ONEPIECE_120,ONEPIECE_120,Texture2D'/Game/IdolQuiz/Images/OnePiece/T_ONEPIECE_120.T_ONEPIECE_120',쿠리엘,,,OnePiece,0,OnePiece,OnePiece,True
ONEPIECE_121,ONEPIECE_121,Texture2D'/Game/IdolQuiz/Images/OnePiece/T_ONEPIECE_121.T_ONEPIECE_121',울티,,,OnePiece,0,OnePiece,OnePiece,True
ONEPIECE_122,ONEPIECE_122,Texture2D'/Game/IdolQuiz/Images/OnePiece/T_ONEPIECE_122.T_ONEPIECE_122',마르코,,,OnePiece,0,OnePiece,OnePiece,True
ONEPIECE_123,ONEPIECE_123,Texture2D'/Game/IdolQuiz/Images/OnePiece/T_ONEPIECE_123.T_ONEPIECE_123',몽키 D 거프,,몽키 디 거프,OnePiece,0,OnePiece,OnePiece,True
ONEPIECE_124,ONEPIECE_124,Texture2D'/Game/IdolQuiz/Images/OnePiece/T_ONEPIECE_124.T_ONEPIECE_124',조즈,,,OnePiece,0,OnePiece,OnePiece,True
ONEPIECE_125,ONEPIECE_125,Texture2D'/Game/IdolQuiz/Images/OnePiece/T_ONEPIECE_125.T_ONEPIECE_125',야마토,,,OnePiece,0,OnePiece,OnePiece,True
ONEPIECE_126,ONEPIECE_126,Texture2D'/Game/IdolQuiz/Images/OnePiece/T_ONEPIECE_126.T_ONEPIECE_126',레오,,,OnePiece,0,OnePiece,OnePiece,True
ONEPIECE_127,ONEPIECE_127,Texture2D'/Game/IdolQuiz/Images/OnePiece/T_ONEPIECE_127.T_ONEPIECE_127',폭시,,,OnePiece,0,OnePiece,OnePiece,True
ONEPIECE_128,ONEPIECE_128,Texture2D'/Game/IdolQuiz/Images/OnePiece/T_ONEPIECE_128.T_ONEPIECE_128',이누아라시,,,OnePiece,0,OnePiece,OnePiece,True
ONEPIECE_129,ONEPIECE_129,Texture2D'/Game/IdolQuiz/Images/OnePiece/T_ONEPIECE_129.T_ONEPIECE_129',스피드 질,,,OnePiece,0,OnePiece,OnePiece,True
ONEPIECE_130,ONEPIECE_130,Texture2D'/Game/IdolQuiz/Images/OnePiece/T_ONEPIECE_130.T_ONEPIECE_130',델린저,,,OnePiece,0,OnePiece,OnePiece,True
ONEPIECE_131,ONEPIECE_131,Texture2D'/Game/IdolQuiz/Images/OnePiece/T_ONEPIECE_131.T_ONEPIECE_131',베라미,,,OnePiece,0,OnePiece,OnePiece,True
ONEPIECE_132,ONEPIECE_132,Texture2D'/Game/IdolQuiz/Images/OnePiece/T_ONEPIECE_132.T_ONEPIECE_132',릴리스,,,OnePiece,0,OnePiece,OnePiece,True
ONEPIECE_133,ONEPIECE_133,Texture2D'/Game/IdolQuiz/Images/OnePiece/T_ONEPIECE_133.T_ONEPIECE_133',잭,,,OnePiece,0,OnePiece,OnePiece,True
ONEPIECE_134,ONEPIECE_134,Texture2D'/Game/IdolQuiz/Images/OnePiece/T_ONEPIECE_134.T_ONEPIECE_134',샬롯 바바루아,,,OnePiece,0,OnePiece,OnePiece,True
ONEPIECE_135,ONEPIECE_135,Texture2D'/Game/IdolQuiz/Images/OnePiece/T_ONEPIECE_135.T_ONEPIECE_135',유스타스 키드,,,OnePiece,0,OnePiece,OnePiece,True
ONEPIECE_136,ONEPIECE_136,Texture2D'/Game/IdolQuiz/Images/OnePiece/T_ONEPIECE_136.T_ONEPIECE_136',헤르메포,,,OnePiece,0,OnePiece,OnePiece,True
