---,QuestionId,Image,StageName,RealName,Aliases,GroupName,Generation,Category,PoolTags,bEnabled
KBO_012,KBO_012,Texture2D'/Game/IdolQuiz/Images/KBO2025/T_KBO_012.T_KBO_012',안현민,,안현민 (KT 위즈),KBO2025,0,KBOPlayer,KBOPlayer,True
KBO_013,KBO_013,Texture2D'/Game/IdolQuiz/Images/KBO2025/T_KBO_013.T_KBO_013',조병현,,조병현 (SSG 랜더스),KBO2025,0,KBOPlayer,KBOPlayer,True
KBO_014,KBO_014,Texture2D'/Game/IdolQuiz/Images/KBO2025/T_KBO_014.T_KBO_014',최인호,,최인호 (한화 이글스),KBO2025,0,KBOPlayer,KBOPlayer,True
KBO_015,KBO_015,Texture2D'/Game/IdolQuiz/Images/KBO2025/T_KBO_015.T_KBO_015',최정,,최정 (SSG 랜더스),KBO2025,0,KBOPlayer,KBOPlayer,True
KBO_016,KBO_016,Texture2D'/Game/IdolQuiz/Images/KBO2025/T_KBO_016.T_KBO_016',김영웅,,김영웅 (삼성 라이온즈),KBO2025,0,KBOPlayer,KBOPlayer,True
KBO_017,KBO_017,Texture2D'/Game/IdolQuiz/Images/KBO2025/T_KBO_017.T_KBO_017',최형우,,최형우 (KIA 타이거즈),KBO2025,0,KBOPlayer,KBOPlayer,True
KBO_018,KBO_018,Texture2D'/Game/IdolQuiz/Images/KBO2025/T_KBO_018.T_KBO_018',노시환,,노시환 (한화 이글스),KBO2025,0,KBOPlayer,KBOPlayer,True
KBO_019,KBO_019,Texture2D'/Game/IdolQuiz/Images/KBO2025/T_KBO_019.T_KBO_019',양의지,,양의지 (두산 베어스),KBO2025,0,KBOPlayer,KBOPlayer,True
KBO_020,KBO_020,Texture2D'/Game/IdolQuiz/Images/KBO2025/T_KBO_020.T_KBO_020',이의리,,이의리 (KIA 타이거즈),KBO2025,0,KBOPlayer,KBOPlayer,True
KBO_021,KBO_021,Texture2D'/Game/IdolQuiz/Images/KBO2025/T_KBO_021.T_KBO_021',김주원,,김주원 (NC 다이노스),KBO2025,0,KBOPlayer,KBOPlayer,True
KBO_022,KBO_022,Texture2D'/Game/IdolQuiz/Images/KBO2025/T_KBO_022.T_KBO_022',홍창기,,홍창기 (LG 트윈스),KBO2025,0,KBOPlayer,KBOPlayer,True
KBO_023,KBO_023,Texture2D'/Game/IdolQuiz/Images/KBO2025/T_KBO_023.T_KBO_023',양현종,,양현종 (KIA 타이거즈),KBO2025,0,KBOPlayer,KBOPlayer,True
KBO_024,KBO_024,Texture2D'/Game/IdolQuiz/Images/KBO2025/T_KBO_024.T_KBO_024',송성문,,송성문 (키움 히어로즈),KBO2025,0,KBOPlayer,KBOPlayer,True
KBO_025,KBO_025,Texture2D'/Game/IdolQuiz/Images/KBO2025/T_KBO_025.T_KBO_025',조동욱,,조동욱 (한화 이글스),KBO2025,0,KBOPlayer,KBOPlayer,True
KBO_026,KBO_026,Texture2D'/Game/IdolQuiz/Images/KBO2025/T_KBO_026.T_KBO_026',손성빈,,손성빈 (롯데 자이언츠),KBO2025,0,KBOPlayer,KBOPlayer,True
KBO_027,KBO_027,Texture2D'/Game/IdolQuiz/Images/KBO2025/T_KBO_027.T_KBO_027',오선우,,오선우 (KIA 타이거즈),KBO2025,0,KBOPlayer,KBOPlayer,True
KBO_028,KBO_028,Texture2D'/Game/IdolQuiz/Images/KBO2025/T_KBO_028.T_KBO_028',김성윤,,김성윤 (삼성 라이온즈),KBO2025,0,KBOPlayer,KBOPlayer,True
KBO_029,KBO_029,Texture2D'/Game/IdolQuiz/Images/KBO2025/T_KBO_029.T_KBO_029',임찬규,,임찬규 (LG 트윈스),KBO2025,0,KBOPlayer,KBOPlayer,True
KBO_030,KBO_030,Texture2D'/Game/IdolQuiz/Images/KBO2025/T_KBO_030.T_KBO_030',박찬호,,박찬호 (KIA 타이거즈),KBO2025,0,KBOPlayer,KBOPlayer,True
KBO_031,KBO_031,Texture2D'/Game/IdolQuiz/Images/KBO2025/T_KBO_031.T_KBO_031',문보경,,문보경 (LG 트윈스),KBO2025,0,KBOPlayer,KBOPlayer,True
KBO_032,KBO_032,Texture2D'/Game/IdolQuiz/Images/KBO2025/T_KBO_032.T_KBO_032',나성범,,나성범 (KIA 타이거즈),KBO2025,0,KBOPlayer,KBOPlayer,True
KBO_033,KBO_033,Texture2D'/Game/IdolQuiz/Images/KBO2025/T_KBO_033.T_KBO_033',신민재,,신민재 (LG 트윈스),KBO2025,0,KBOPlayer,KBOPlayer,True
KBO_034,KBO_034,Texture2D'/Game/IdolQuiz/Images/KBO2025/T_KBO_034.T_KBO_034',황성빈,,황성빈 (롯데 자이언츠),KBO2025,0,KBOPlayer,KBOPlayer,True
KBO_035,KBO_035,Texture2D'/Game/IdolQuiz/Images/KBO2025/T_KBO_035.T_KBO_035',김택연,,김택연 (두산 베어스),KBO2025,0,KBOPlayer,KBOPlayer,True
KBO_036,KBO_036,Texture2D'/Game/IdolQuiz/Images/KBO2025/T_KBO_036.T_KBO_036',김지찬,,김지찬 (삼성 라이온즈),KBO2025,0,KBOPlayer,KBOPlayer,True
KBO_037,KBO_037,Texture2D'/Game/IdolQuiz/Images/KBO2025/T_KBO_037.T_KBO_037',전민재,,전민재 (롯데 자이언츠),KBO2025,0,KBOPlayer,KBOPlayer,True
KBO_038,KBO_038,Texture2D'/Game/IdolQuiz/Images/KBO2025/T_KBO_038.T_KBO_038',구본혁,,구본혁 (LG 트윈스),KBO2025,0,KBOPlayer,KBOPlayer,True
KBO_039,KBO_039,Texture2D'/Game/IdolQuiz/Images/KBO2025/T_KBO_039.T_KBO_039',박성한,,박성한 (SSG 랜더스),KBO2025,0,KBOPlayer,KBOPlayer,True
KBO_040,KBO_040,Texture2D'/Game/IdolQuiz/Images/KBO2025/T_KBO_040.T_KBO_040',김휘집,,김휘집 (NC 다이노스),KBO2025,0,KBOPlayer,KBOPlayer,True
KBO_041,KBO_041,Texture2D'/Game/IdolQuiz/Images/KBO2025/T_KBO_041.T_KBO_041',배찬승,,배찬승 (삼성 라이온즈),KBO2025,0,KBOPlayer,KBOPlayer,True
KBO_042,KBO_042,Texture2D'/Game/IdolQuiz/Images/KBO2025/T_KBO_042.T_KBO_042',전준우,,전준우 (롯데 자이언츠),KBO2025,0,KBOPlayer,KBOPlayer,True
KBO_043,KBO_043,Texture2D'/Game/IdolQuiz/Images/KBO2025/T_KBO_043.T_KBO_043',김광현,,김광현 (SSG 랜더스),KBO2025,0,KBOPlayer,KBOPlayer,True
KBO_044,KBO_044,Texture2D'/Game/IdolQuiz/Images/KBO2025/T_KBO_044.T_KBO_044',채은성,,채은성 (한화 이글스),KBO2025,0,KBOPlayer,KBOPlayer,True
KBO_045,KBO_045,Texture2D'/Game/IdolQuiz/Images/KBO2025/T_KBO_045.T_KBO_045',곽빈,,곽빈 (두산 베어스),KBO2025,0,KBOPlayer,KBOPlayer,True
KBO_046,KBO_046,Texture2D'/Game/IdolQuiz/Images/KBO2025/T_KBO_046.T_KBO_046',곽도규,,곽도규 (KIA 타이거즈),KBO2025,0,KBOPlayer,KBOPlayer,True
KBO_047,KBO_047,Texture2D'/Game/IdolQuiz/Images/KBO2025/T_KBO_047.T_KBO_047',이태양,,이태양 (한화 이글스),KBO2025,0,KBOPlayer,KBOPlayer,True
KBO_048,KBO_048,Texture2D'/Game/IdolQuiz/Images/KBO2025/T_KBO_048.T_KBO_048',고영표,,고영표 (KT 위즈),KBO2025,0,KBOPlayer,KBOPlayer,True
KBO_049,KBO_049,Texture2D'/Game/IdolQuiz/Images/KBO2025/T_KBO_049.T_KBO_049',강백호,,강백호 (KT 위즈),KBO2025,0,KBOPlayer,KBOPlayer,True
KBO_050,KBO_050,Texture2D'/Game/IdolQuiz/Images/KBO2025/T_KBO_050.T_KBO_050',강민호,,강민호 (삼성 라이온즈),KBO2025,0,KBOPlayer,KBOPlayer,True
KBO_051,KBO_051,Texture2D'/Game/IdolQuiz/Images/KBO2025/T_KBO_051.T_KBO_051',김민석,,김민석 (두산 베어스),KBO2025,0,KBOPlayer,KBOPlayer,True
KBO_052,KBO_052,Texture2D'/Game/IdolQuiz/Images/KBO2025/T_KBO_052.T_KBO_052',이진영,,이진영 (한화 이글스),KBO2025,0,KBOPlayer,KBOPlayer,True
KBO_053,KBO_053,Texture2D'/Game/IdolQuiz/Images/KBO2025/T_KBO_053.T_KBO_053',황영묵,,황영묵 (한화 이글스),KBO2025,0,KBOPlayer,KBOPlayer,True
KBO_054,KBO_054,Texture2D'/Game/IdolQuiz/Images/KBO2025/T_KBO_054.T_KBO_054',정현수,,정현수 (롯데 자이언츠),KBO2025,0,KBOPlayer,KBOPlayer,True
KBO_055,KBO_055,Texture2D'/Game/IdolQuiz/Images/KBO2025/T_KBO_055.T_KBO_055',박준영,,박준영 (두산 베어스),KBO2025,0,KBOPlayer,KBOPlayer,True
KBO_056,KBO_056,Texture2D'/Game/IdolQuiz/Images/KBO2025/T_KBO_056.T_KBO_056',김서현,,김서현 (한화 이글스),KBO2025,0,KBOPlayer,KBOPlayer,True
KBO_057,KBO_057,Texture2D'/Game/IdolQuiz/Images/KBO2025/T_KBO_057.T_KBO_057',손주영,,손주영 (LG 트윈스),KBO2025,0,KBOPlayer,KBOPlayer,True
KBO_058,KBO_058,Texture2D'/Game/IdolQuiz/Images/KBO2025/T_KBO_058.T_KBO_058',박병호,,박병호 (삼성 라이온즈),KBO2025,0,KBOPlayer,KBOPlayer,True
KBO_059,KBO_059,Texture2D'/Game/IdolQuiz/Images/KBO2025/T_KBO_059.T_KBO_059',이유찬,,이유찬 (두산 베어스),KBO2025,0,KBOPlayer,KBOPlayer,True
KBO_060,KBO_060,Texture2D'/Game/IdolQuiz/Images/KBO2025/T_KBO_060.T_KBO_060',최원준,,최원준 (KIA 타이거즈),KBO2025,0,KBOPlayer,KBOPlayer,True
KBO_061,KBO_061,Texture2D'/Game/IdolQuiz/Images/KBO2025/T_KBO_061.T_KBO_061',최지훈,,최지훈 (SSG 랜더스),KBO2025,0,KBOPlayer,KBOPlayer,True
KBO_062,KBO_062,Texture2D'/Game/IdolQuiz/Images/KBO2025/T_KBO_062.T_KBO_062',이도윤,,이도윤 (한화 이글스),KBO2025,0,KBOPlayer,KBOPlayer,True
KBO_063,KBO_063,Texture2D'/Game/IdolQuiz/Images/KBO2025/T_KBO_063.T_KBO_063',백승현,,백승현 (LG 트윈스),KBO2025,0,KBOPlayer,KBOPlayer,True
KBO_064,KBO_064,Texture2D'/Game/IdolQuiz/Images/KBO2025/T_KBO_064.T_KBO_064',정수빈,,정수빈 (두산 베어스),KBO2025,0,KBOPlayer,KBOPlayer,True
KBO_065,KBO_065,Texture2D'/Game/IdolQuiz/Images/KBO2025/T_KBO_065.T_KBO_065',김원중,,김원중 (롯데 자이언츠),KBO2025,0,KBOPlayer,KBOPlayer,True
KBO_066,KBO_066,Texture2D'/Game/IdolQuiz/Images/KBO2025/T_KBO_066.T_KBO_066',이로운,,이로운 (SSG 랜더스),KBO2025,0,KBOPlayer,KBOPlayer,True
KBO_067,KBO_067,Texture2D'/Game/IdolQuiz/Images/KBO2025/T_KBO_067.T_KBO_067',박영현,,박영현 (KT 위즈),KBO2025,0,KBOPlayer,KBOPlayer,True
KBO_068,KBO_068,Texture2D'/Game/IdolQuiz/Images/KBO2025/T_KBO_068.T_KBO_068',정준재,,정준재 (SSG 랜더스),KBO2025,0,KBOPlayer,KBOPlayer,True
KBO_069,KBO_069,Texture2D'/Game/IdolQuiz/Images/KBO2025/T_KBO_069.T_KBO_069',김현수,,김현수 (LG 트윈스),KBO2025,0,KBOPlayer,KBOPlayer,True
KBO_070,KBO_070,Texture2D'/Game/IdolQuiz/Images/KBO2025/T_KBO_070.T_KBO_070',최재훈,,최재훈 (한화 이글스),KBO2025,0,KBOPlayer,KBOPlayer,True
KBO_071,KBO_071,Texture2D'/Game/IdolQuiz/Images/KBO2025/T_KBO_071.T_KBO_071',오지환,,오지환 (LG 트윈스),KBO2025,0,KBOPlayer,KBOPlayer,True
KBO_072,KBO_072,Texture2D'/Game/IdolQuiz/Images/KBO2025/T_KBO_072.T_KBO_072',전상현,,전상현 (KIA 타이거즈),KBO2025,0,KBOPlayer,KBOPlayer,True
KBO_073,KBO_073,Texture2D'/Game/IdolQuiz/Images/KBO2025/T_KBO_073.T_KBO_073',박건우,,박건우 (NC 다이노스),KBO2025,0,KBOPlayer,KBOPlayer,True
KBO_074,KBO_074,Texture2D'/Game/IdolQuiz/Images/KBO2025/T_KBO_074.T_KBO_074',심우준,,심우준 (한화 이글스),KBO2025,0,KBOPlayer,KBOPlayer,True
KBO_075,KBO_075,Texture2D'/Game/IdolQuiz/Images/KBO2025/T_KBO_075.T_KBO_075',한준수,,한준수 (KIA 타이거즈),KBO2025,0,KBOPlayer,KBOPlayer,True
KBO_076,KBO_076,Texture2D'/Game/IdolQuiz/Images/KBO2025/T_KBO_076.T_KBO_076',엄상백,,엄상백 (한화 이글스),KBO2025,0,KBOPlayer,KBOPlayer,True
KBO_077,KBO_077,Texture2D'/Game/IdolQuiz/Images/KBO2025/T_KBO_077.T_KBO_077',황동하,,황동하 (KIA 타이거즈),KBO2025,0,KBOPlayer,KBOPlayer,True
KBO_078,KBO_078,Texture2D'/Game/IdolQuiz/Images/KBO2025/T_KBO_078.T_KBO_078',이주형,,이주형 (키움 히어로즈),KBO2025,0,KBOPlayer,KBOPlayer,True
KBO_079,KBO_079,Texture2D'/Game/IdolQuiz/Images/KBO2025/T_KBO_079.T_KBO_079',이병헌,,이병헌 (두산 베어스),KBO2025,0,KBOPlayer,KBOPlayer,True
KBO_080,KBO_080,Texture2D'/Game/IdolQuiz/Images/KBO2025/T_KBO_080.T_KBO_080',김선빈,,김선빈 (KIA 타이거즈),KBO2025,0,KBOPlayer,KBOPlayer,True
KBO_081,KBO_081,Texture2D'/Game/IdolQuiz/Images/KBO2025/T_KBO_081.T_KBO_081',박동원,,박동원 (LG 트윈스),KBO2025,0,KBOPlayer,KBOPlayer,True
KBO_082,KBO_082,Texture2D'/Game/IdolQuiz/Images/KBO2025/T_KBO_082.T_KBO_082',박민우,,박민우 (NC 다이노스),KBO2025,0,KBOPlayer,KBOPlayer,True
KBO_083,KBO_083,Texture2D'/Game/IdolQuiz/Images/KBO2025/T_KBO_083.T_KBO_083',오명진,,오명진 (두산 베어스),KBO2025,0,KBOPlayer,KBOPlayer,True
KBO_084,KBO_084,Texture2D'/Game/IdolQuiz/Images/KBO2025/T_KBO_084.T_KBO_084',나승엽,,나승엽 (롯데 자이언츠),KBO2025,0,KBOPlayer,KBOPlayer,True
KBO_085,KBO_085,Texture2D'/Game/IdolQuiz/Images/KBO2025/T_KBO_085.T_KBO_085',이정용,,이정용 (LG 트윈스),KBO2025,0,KBOPlayer,KBOPlayer,True
KBO_086,KBO_086,Texture2D'/Game/IdolQuiz/Images/KBO2025/T_KBO_086.T_KBO_086',최원태,,최원태 (삼성 라이온즈),KBO2025,0,KBOPlayer,KBOPlayer,True
KBO_087,KBO_087,Texture2D'/Game/IdolQuiz/Images/KBO2025/T_KBO_087.T_KBO_087',손아섭,,손아섭 (NC 다이노스),KBO2025,0,KBOPlayer,KBOPlayer,True
KBO_088,KBO_088,Texture2D'/Game/IdolQuiz/Images/KBO2025/T_KBO_088.T_KBO_088',천성호,,천성호 (LG 트윈스),KBO2025,0,KBOPlayer,KBOPlayer,True
KBO_089,KBO_089,Texture2D'/Game/IdolQuiz/Images/KBO2025/T_KBO_089.T_KBO_089',장두성,,장두성 (롯데 자이언츠),KBO2025,0,KBOPlayer,KBOPlayer,True
KBO_090,KBO_090,Texture2D'/Game/IdolQuiz/Images/KBO2025/T_KBO_090.T_KBO_090',오원석,,오원석 (KT 위즈),KBO2025,0,KBOPlayer,KBOPlayer,True
KBO_091,KBO_091,Texture2D'/Game/IdolQuiz/Images/KBO2025/T_KBO_091.T_KBO_091',류지혁,,류지혁 (삼성 라이온즈),KBO2025,0,KBOPlayer,KBOPlayer,True
KBO_092,KBO_092,Texture2D'/Game/IdolQuiz/Images/KBO2025/T_KBO_092.T_KBO_092',최준용,,최준용 (롯데 자이언츠),KBO2025,0,KBOPlayer,KBOPlayer,True
KBO_093,KBO_093,Texture2D'/Game/IdolQuiz/Images/KBO2025/T_KBO_093.T_KBO_093',유영찬,,유영찬 (LG 트윈스),KBO2025,0,KBOPlayer,KBOPlayer,True
KBO_094,KBO_094,Texture2D'/Game/IdolQuiz/Images/KBO2025/T_KBO_094.T_KBO_094',박세웅,,박세웅 (롯데 자이언츠),KBO2025,0,KBOPlayer,KBOPlayer,True
KBO_095,KBO_095,Texture2D'/Game/IdolQuiz/Images/KBO2025/T_KBO_095.T_KBO_095',박지환,,박지환 (SSG 랜더스),KBO2025,0,KBOPlayer,KBOPlayer,True
KBO_096,KBO_096,Texture2D'/Game/IdolQuiz/Images/KBO2025/T_KBO_096.T_KBO_096',장진혁,,장진혁 (KT 위즈),KBO2025,0,KBOPlayer,KBOPlayer,True
KBO_097,KBO_097,Texture2D'/Game/IdolQuiz/Images/KBO2025/T_KBO_097.T_KBO_097',강승호,,강승호 (두산 베어스),KBO2025,0,KBOPlayer,KBOPlayer,True
KBO_098,KBO_098,Texture2D'/Game/IdolQuiz/Images/KBO2025/T_KBO_098.T_KBO_098',정훈,,정훈 (롯데 자이언츠),KBO2025,0,KBOPlayer,KBOPlayer,True
KBO_099,KBO_099,Texture2D'/Game/IdolQuiz/Images/KBO2025/T_KBO_099.T_KBO_099',문성주,,문성주 (LG 트윈스),KBO2025,0,KBOPlayer,KBOPlayer,True
KBO_100,KBO_100,Texture2D'/Game/IdolQuiz/Images/KBO2025/T_KBO_100.T_KBO_100',황준서,,황준서 (한화 이글스),KBO2025,0,KBOPlayer,KBOPlayer,True
KBO_101,KBO_101,Texture2D'/Game/IdolQuiz/Images/KBO2025/T_KBO_101.T_KBO_101',김영규,,김영규 (NC 다이노스),KBO2025,0,KBOPlayer,KBOPlayer,True
KBO_102,KBO_102,Texture2D'/Game/IdolQuiz/Images/KBO2025/T_KBO_102.T_KBO_102',김성욱,,김성욱 (SSG 랜더스),KBO2025,0,KBOPlayer,KBOPlayer,True
KBO_103,KBO_103,Texture2D'/Game/IdolQuiz/Images/KBO2025/T_KBO_103.T_KBO_103',임병욱,,임병욱 (키움 히어로즈),KBO2025,0,KBOPlayer,KBOPlayer,True
KBO_104,KBO_104,Texture2D'/Game/IdolQuiz/Images/KBO2025/T_KBO_104.T_KBO_104',하주석,,하주석 (한화 이글스),KBO2025,0,KBOPlayer,KBOPlayer,True
KBO_105,KBO_105,Texture2D'/Game/IdolQuiz/Images/KBO2025/T_KBO_105.T_KBO_105',김재윤,,김재윤 (삼성 라이온즈),KBO2025,0,KBOPlayer,KBOPlayer,True
KBO_106,KBO_106,Texture2D'/Game/IdolQuiz/Images/KBO2025/T_KBO_106.T_KBO_106',송승기,,송승기 (LG 트윈스),KBO2025,0,KBOPlayer,KBOPlayer,True
KBO_107,KBO_107,Texture2D'/Game/IdolQuiz/Images/KBO2025/T_KBO_107.T_KBO_107',최정원,,최정원 (NC 다이노스),KBO2025,0,KBOPlayer,KBOPlayer,True
KBO_108,KBO_108,Texture2D'/Game/IdolQuiz/Images/KBO2025/T_KBO_108.T_KBO_108',윤정빈,,윤정빈 (삼성 라이온즈),KBO2025,0,KBOPlayer,KBOPlayer,True
KBO_109,KBO_109,Texture2D'/Game/IdolQuiz/Images/KBO2025/T_KBO_109.T_KBO_109',오영수,,오영수 (NC 다이노스),KBO2025,0,KBOPlayer,KBOPlayer,True
KBO_110,KBO_110,Texture2D'/Game/IdolQuiz/Images/KBO2025/T_KBO_110.T_KBO_110',이민석,,이민석 (롯데 자이언츠),KBO2025,0,KBOPlayer,KBOPlayer,True
KBO_111,KBO_111,Texture2D'/Game/IdolQuiz/Images/KBO2025/T_KBO_111.T_KBO_111',송영진,,송영진 (SSG 랜더스),KBO2025,0,KBOPlayer,KBOPlayer,True
KBO_112,KBO_112,Texture2D'/Game/IdolQuiz/Images/KBO2025/T_KBO_112.T_KBO_112',김형준,,김형준 (NC 다이노스),KBO2025,0,KBOPlayer,KBOPlayer,True
KBO_113,KBO_113,Texture2D'/Game/IdolQuiz/Images/KBO2025/T_KBO_113.T_KBO_113',김태군,,김태군 (KIA 타이거즈),KBO2025,0,KBOPlayer,KBOPlayer,True
KBO_114,KBO_114,Texture2D'/Game/IdolQuiz/Images/KBO2025/T_KBO_114.T_KBO_114',조수행,,조수행 (두산 베어스),KBO2025,0,KBOPlayer,KBOPlayer,True
KBO_115,KBO_115,Texture2D'/Game/IdolQuiz/Images/KBO2025/T_KBO_115.T_KBO_115',윤영철,,윤영철 (KIA 타이거즈),KBO2025,0,KBOPlayer,KBOPlayer,True
KBO_116,KBO_116,Texture2D'/Game/IdolQuiz/Images/KBO2025/T_KBO_116.T_KBO_116',김진욱,,김진욱 (롯데 자이언츠),KBO2025,0,KBOPlayer,KBOPlayer,True
KBO_117,KBO_117,Texture2D'/Game/IdolQuiz/Images/KBO2025/T_KBO_117.T_KBO_117',김재환,,김재환 (두산 베어스),KBO2025,0,KBOPlayer,KBOPlayer,True
KBO_118,KBO_118,Texture2D'/Game/IdolQuiz/Images/KBO2025/T_KBO_118.T_KBO_118',허경민,,허경민 (KT 위즈),KBO2025,0,KBOPlayer,KBOPlayer,True
KBO_119,KBO_119,Texture2D'/Game/IdolQuiz/Images/KBO2025/T_KBO_119.T_KBO_119',노경은,,노경은 (SSG 랜더스),KBO2025,0,KBOPlayer,KBOPlayer,True
KBO_120,KBO_120,Texture2D'/Game/IdolQuiz/Images/KBO2025/T_KBO_120.T_KBO_120',고승민,,고승민 (롯데 자이언츠),KBO2025,0,KBOPlayer,KBOPlayer,True
KBO_121,KBO_121,Texture2D'/Game/IdolQuiz/Images/KBO2025/T_KBO_121.T_KBO_121',김민,,김민 (SSG 랜더스),KBO2025,0,KBOPlayer,KBOPlayer,True
KBO_122,KBO_122,Texture2D'/Game/IdolQuiz/Images/KBO2025/T_KBO_122.T_KBO_122',서진용,,서진용 (SSG 랜더스),KBO2025,0,KBOPlayer,KBOPlayer,True
KBO_123,KBO_123,Texture2D'/Game/IdolQuiz/Images/KBO2025/T_KBO_123.T_KBO_123',박치국,,박치국 (두산 베어스),KBO2025,0,KBOPlayer,KBOPlayer,True
KBO_124,KBO_124,Texture2D'/Game/IdolQuiz/Images/KBO2025/T_KBO_124.T_KBO_124',배정대,,배정대 (KT 위즈),KBO2025,0,KBOPlayer,KBOPlayer,True
KBO_125,KBO_125,Texture2D'/Game/IdolQuiz/Images/KBO2025/T_KBO_125.T_KBO_125',김건희,,김건희 (키움 히어로즈),KBO2025,0,KBOPlayer,KBOPlayer,True
KBO_126,KBO_126,Texture2D'/Game/IdolQuiz/Images/KBO2025/T_KBO_126.T_KBO_126',오윤석,,오윤석 (KT 위즈),KBO2025,0,KBOPlayer,KBOPlayer,True
KBO_127,KBO_127,Texture2D'/Game/IdolQuiz/Images/KBO2025/T_KBO_127.T_KBO_127',김태진,,김태진 (키움 히어로즈),KBO2025,0,KBOPlayer,KBOPlayer,True
KBO_128,KBO_128,Texture2D'/Game/IdolQuiz/Images/KBO2025/T_KBO_128.T_KBO_128',최지민,,최지민 (KIA 타이거즈),KBO2025,0,KBOPlayer,KBOPlayer,True
KBO_129,KBO_129,Texture2D'/Game/IdolQuiz/Images/KBO2025/T_KBO_129.T_KBO_129',김민우,,김민우 (한화 이글스),KBO2025,0,KBOPlayer,KBOPlayer,True
KBO_130,KBO_130,Texture2D'/Game/IdolQuiz/Images/KBO2025/T_KBO_130.T_KBO_130',황재균,,황재균 (KT 위즈),KBO2025,0,KBOPlayer,KBOPlayer,True
KBO_131,KBO_131,Texture2D'/Game/IdolQuiz/Images/KBO2025/T_KBO_131.T_KBO_131',서호철,,서호철 (NC 다이노스),KBO2025,0,KBOPlayer,KBOPlayer,True
KBO_132,KBO_132,Texture2D'/Game/IdolQuiz/Images/KBO2025/T_KBO_132.T_KBO_132',이성규,,이성규 (삼성 라이온즈),KBO2025,0,KBOPlayer,KBOPlayer,True
KBO_133,KBO_133,Texture2D'/Game/IdolQuiz/Images/KBO2025/T_KBO_133.T_KBO_133',고명준,,고명준 (SSG 랜더스),KBO2025,0,KBOPlayer,KBOPlayer,True
KBO_134,KBO_134,Texture2D'/Game/IdolQuiz/Images/KBO2025/T_KBO_134.T_KBO_134',한유섬,,한유섬 (SSG 랜더스),KBO2025,0,KBOPlayer,KBOPlayer,True
KBO_135,KBO_135,Texture2D'/Game/IdolQuiz/Images/KBO2025/T_KBO_135.T_KBO_135',천재환,,천재환 (NC 다이노스),KBO2025,0,KBOPlayer,KBOPlayer,True
KBO_136,KBO_136,Texture2D'/Game/IdolQuiz/Images/KBO2025/T_KBO_136.T_KBO_136',김윤하,,김윤하 (키움 히어로즈),KBO2025,0,KBOPlayer,KBOPlayer,True
KBO_137,KBO_137,Texture2D'/Game/IdolQuiz/Images/KBO2025/T_KBO_137.T_KBO_137',손호영,,손호영 (롯데 자이언츠),KBO2025,0,KBOPlayer,KBOPlayer,True
KBO_138,KBO_138,Texture2D'/Game/IdolQuiz/Images/KBO2025/T_KBO_138.T_KBO_138',김진성,,김진성 (LG 트윈스),KBO2025,0,KBOPlayer,KBOPlayer,True
