target_time_seconds,duration_seconds,lane_index,role,strength
61.1381,0.0000,1,drums,0.7186
61.2775,0.0000,4,vocals,0.3072
61.3703,0.0000,3,drums,1.2036
61.4864,0.0000,2,vocals,0.2348
61.6141,0.0000,1,vocals,0.5221
61.7186,0.0000,0,drums,0.7354
61.8347,0.0000,4,drums,1.1715
61.9624,0.0000,2,drums,0.0184
62.0669,0.0000,0,drums,0.6594
62.2411,0.0000,2,vocals,0.3791
62.4036,0.0000,4,drums,0.6528
62.5313,0.0000,3,vocals,0.3419
62.6358,0.0000,2,vocals,0.1496
62.7519,0.0000,1,drums,1.2680
62.9841,0.0000,3,drums,0.5176
63.2163,0.0000,0,drums,1.2329
63.3440,0.0000,4,drums,0.0787
63.4601,0.0000,0,vocals,0.6369
63.5646,0.0000,2,drums,0.6265
63.6807,0.0000,0,drums,1.2932
63.7968,0.0000,2,vocals,0.2450
63.9129,0.0000,4,drums,1.0448
63.9826,0.0000,1,vocals,0.3735
64.0639,0.0000,3,drums,0.1269
64.1916,0.0000,2,vocals,0.5135
64.2612,0.0000,3,drums,0.6151
64.3657,0.0000,1,vocals,0.2547
64.4818,0.0000,2,vocals,0.3714
64.5979,0.0000,0,drums,1.5862
64.8417,0.0000,3,vocals,0.9073
64.9578,0.0000,4,drums,0.1523
65.0623,0.0000,2,vocals,1.3875
65.1900,0.0000,0,vocals,0.2627
65.3061,0.0000,2,vocals,0.6093
65.4106,0.0000,4,drums,0.3625
65.5267,0.0000,0,drums,1.0117
65.6428,0.0000,4,drums,0.0406
65.7589,0.0000,1,drums,0.3653
65.8982,0.0000,3,drums,0.1132
66.0027,0.0000,4,vocals,0.4069
66.0956,0.0000,0,drums,0.3967
66.2233,0.0000,4,drums,0.1143
66.3394,0.0000,2,vocals,0.2490
66.4439,0.0000,1,vocals,1.4549
66.5832,0.0000,2,vocals,0.1196
66.6877,0.0000,3,vocals,0.1807
66.9083,0.0000,2,drums,1.4875
67.0476,0.0000,4,vocals,0.3143
67.1521,0.0000,0,drums,0.0609
67.2218,0.0000,2,vocals,0.5871
67.3727,0.0000,4,drums,0.8488
67.5236,0.0000,2,vocals,0.1801
67.6049,0.0000,1,drums,0.3855
67.7326,0.0000,3,drums,0.0381
67.8487,0.0000,4,vocals,0.4241
67.9416,0.0000,0,drums,0.3148
68.0809,0.0000,2,vocals,0.2756
68.1854,0.0000,4,drums,0.0468
68.3015,0.0000,2,drums,0.8347
68.4408,0.0000,1,vocals,0.1865
68.5221,0.0000,0,drums,0.3485
68.5917,0.0000,2,vocals,0.1833
68.7543,0.0000,4,drums,0.6841
68.8588,0.0000,3,vocals,0.1421
69.0097,0.0000,2,vocals,0.4779
69.1026,0.0000,1,drums,0.5831
69.2187,0.0000,3,drums,1.0688
69.4509,0.0000,0,drums,0.4551
69.5670,0.0000,4,drums,0.0575
69.6831,0.0000,0,vocals,1.3379
69.7992,0.0000,2,drums,0.4413
69.9153,0.0000,4,vocals,0.3660
70.1359,0.0000,0,drums,0.4771
70.2752,0.0000,4,vocals,0.2315
70.4029,0.0000,2,vocals,0.7814
70.5074,0.0000,1,vocals,0.1469
70.6003,0.0000,4,drums,0.8509
70.7280,0.0000,2,vocals,0.2282
70.9486,0.0000,1,drums,0.5270
71.0647,0.0000,3,vocals,1.5092
71.1924,0.0000,2,vocals,0.2104
71.2969,0.0000,3,drums,0.4629
71.4014,0.0000,0,vocals,0.3535
71.5291,0.0000,2,vocals,0.4983
71.6452,0.0000,0,drums,0.3857
71.7613,0.0000,4,vocals,0.2546
71.8425,0.0000,1,drums,0.0283
71.9819,0.0000,2,vocals,2.0504
72.1212,0.0000,1,vocals,0.1699
72.2141,0.0000,2,drums,0.6187
72.3302,0.0000,0,drums,0.0166
72.4463,0.0000,4,drums,1.2742
72.6088,0.0000,2,vocals,0.1840
72.7946,0.0000,1,drums,0.8344
72.9107,0.0000,3,vocals,1.4153
73.0616,0.0000,2,vocals,0.2396
73.1429,0.0000,3,drums,0.8904
73.2590,0.0000,0,drums,0.0420
73.3983,0.0000,2,vocals,0.3547
73.4912,0.0000,4,drums,0.5488
73.6073,0.0000,2,vocals,0.9946
73.8395,0.0000,4,drums,0.5460
74.0600,0.0000,0,drums,0.8244
74.2458,0.0000,4,vocals,0.2899
74.3619,0.0000,1,drums,0.0142
74.4664,0.0000,2,vocals,0.2503
74.6289,0.0000,1,vocals,0.7529
74.8147,0.0000,2,vocals,0.1992
75.0005,0.0000,3,vocals,1.2937
75.1862,0.0000,2,vocals,2.4695
75.5577,0.0000,0,vocals,1.2362
75.6971,0.0000,2,vocals,0.2556
75.9060,0.0000,4,vocals,1.2393
76.1731,0.0000,2,vocals,0.9089
76.2659,0.0000,1,vocals,0.2100
76.3588,0.0000,2,vocals,0.2187
76.5098,0.0000,3,vocals,0.8145
76.6375,0.0000,2,vocals,0.2135
76.8232,0.0000,0,vocals,1.5480
77.0670,0.0000,2,vocals,0.8274
77.2760,0.0000,4,vocals,0.1492
77.4269,0.0000,2,vocals,1.0263
77.6824,0.0000,1,vocals,0.1982
77.7985,0.0000,2,vocals,0.4242
77.9842,0.0000,3,vocals,1.0267
78.1468,0.0000,2,vocals,0.2051
78.2164,0.0000,1,drums,0.6362
78.4370,0.0000,3,drums,0.9542
78.5995,0.0000,0,vocals,0.2041
78.6924,0.0000,2,vocals,0.1681
78.8317,0.0000,4,vocals,0.4015
78.9130,0.0000,0,drums,1.3163
79.0756,0.0000,2,vocals,0.7504
79.1568,0.0000,4,drums,0.0425
79.2265,0.0000,1,vocals,0.5757
79.3658,0.0000,2,vocals,1.1968
79.4935,0.0000,3,vocals,0.2663
79.6096,0.0000,2,drums,0.4487
79.8186,0.0000,4,vocals,1.5309
80.0044,0.0000,0,drums,0.0846
80.1321,0.0000,2,vocals,0.2835
80.3062,0.0000,4,drums,0.6838
80.4455,0.0000,2,vocals,0.1547
80.5384,0.0000,1,drums,0.0590
80.6197,0.0000,4,vocals,0.4470
80.7590,0.0000,3,drums,1.2127
80.9332,0.0000,2,vocals,0.8361
81.0028,0.0000,0,drums,0.1842
81.0841,0.0000,1,vocals,1.4014
81.2234,0.0000,2,vocals,0.8695
81.3395,0.0000,3,vocals,0.2320
81.5137,0.0000,2,vocals,2.3447
81.6762,0.0000,4,drums,0.7035
81.8271,0.0000,0,vocals,0.4308
81.8968,0.0000,2,drums,0.0674
82.0013,0.0000,4,vocals,0.2951
82.1406,0.0000,1,vocals,0.9824
82.2915,0.0000,2,vocals,0.2815
82.3728,0.0000,0,drums,0.6093
82.5121,0.0000,1,vocals,0.5526
82.6050,0.0000,4,drums,0.8874
82.7443,0.0000,2,vocals,2.0550
82.8256,0.0000,1,drums,0.0362
83.0113,0.0000,3,vocals,1.2837
83.0926,0.0000,0,drums,0.1090
83.2900,0.0000,2,drums,0.7832
83.5338,0.0000,4,vocals,0.9198
83.7660,0.0000,1,drums,0.6840
83.9866,0.0000,2,drums,1.0439
84.0911,0.0000,0,drums,0.0251
84.1839,0.0000,2,vocals,0.7236
84.3581,0.0000,4,vocals,0.4557
84.4510,0.0000,1,drums,1.4178
84.5903,0.0000,4,vocals,1.2419
84.6716,0.0000,1,drums,0.2226
84.7877,0.0000,2,vocals,0.4131
84.9154,0.0000,1,vocals,1.4709
85.1011,0.0000,3,drums,0.0246
85.2521,0.0000,2,vocals,0.7529
85.3566,0.0000,0,drums,1.5657
85.4959,0.0000,3,vocals,0.8749
85.5888,0.0000,2,vocals,1.1157
85.7165,0.0000,4,drums,1.0231
85.8442,0.0000,0,vocals,0.6761
85.9603,0.0000,2,vocals,0.2843
86.0648,0.0000,4,drums,1.0651
86.1925,0.0000,1,vocals,0.6972
86.3086,0.0000,0,drums,0.8666
86.4015,0.0000,2,vocals,1.4163
86.5292,0.0000,1,vocals,2.8190
86.6569,0.0000,2,vocals,0.4890
86.7614,0.0000,3,vocals,1.9233
86.8891,0.0000,2,vocals,0.2453
86.9936,0.0000,4,drums,0.6768
87.1213,0.0000,0,vocals,0.8915
87.2606,0.0000,2,vocals,0.8760
87.4231,0.0000,4,vocals,1.3243
87.5508,0.0000,2,vocals,0.2531
87.7250,0.0000,1,vocals,0.5062
87.9456,0.0000,2,vocals,0.3936
88.0501,0.0000,3,vocals,1.0045
88.1429,0.0000,1,drums,0.6771
88.3635,0.0000,3,drums,1.0352
88.6073,0.0000,0,drums,0.9649
88.7583,0.0000,2,vocals,0.1583
88.8279,0.0000,4,drums,1.2724
88.9673,0.0000,2,drums,0.0584
89.0485,0.0000,0,vocals,0.5968
89.2227,0.0000,2,vocals,0.1772
89.4200,0.0000,4,vocals,0.6968
89.5594,0.0000,2,vocals,0.3984
89.8264,0.0000,0,drums,0.0179
89.9657,0.0000,1,vocals,0.5405
90.1515,0.0000,2,vocals,0.1597
90.4417,0.0000,3,vocals,0.8607
90.5230,0.0000,4,drums,0.0205
90.6623,0.0000,2,vocals,0.1318
90.9061,0.0000,0,vocals,0.2886
91.1035,0.0000,2,vocals,0.1343
91.2776,0.0000,4,vocals,0.8158
91.4286,0.0000,2,vocals,0.1969
91.5215,0.0000,1,drums,0.0143
91.6376,0.0000,3,drums,0.0468
91.8581,0.0000,1,vocals,0.8979
91.9742,0.0000,2,vocals,0.2518
92.2064,0.0000,0,drums,0.0163
92.2761,0.0000,3,vocals,2.3899
92.5315,0.0000,2,vocals,0.1399
92.7521,0.0000,0,vocals,2.4891
92.8218,0.0000,4,drums,0.0139
92.9146,0.0000,2,drums,0.0136
93.0888,0.0000,4,vocals,0.6397
93.1933,0.0000,1,vocals,0.1397
93.2862,0.0000,2,vocals,0.1477
93.4487,0.0000,1,vocals,0.1937
93.5648,0.0000,0,drums,0.0987
93.6693,0.0000,2,vocals,1.7954
93.8434,0.0000,3,vocals,0.1402
93.9131,0.0000,4,drums,0.3211
94.0640,0.0000,1,drums,0.0119
94.1453,0.0000,2,vocals,1.1684
94.2266,0.0000,3,drums,0.0221
94.3659,0.0000,0,drums,0.4179
94.4588,0.0000,2,vocals,0.1738
94.6445,0.0000,4,vocals,0.4167
94.7374,0.0000,1,drums,0.2304
94.8419,0.0000,2,drums,0.5105
94.9812,0.0000,4,vocals,0.1681
95.0625,0.0000,0,drums,0.4601
95.2134,0.0000,2,vocals,0.4845
95.2947,0.0000,4,drums,0.5903
95.4224,0.0000,1,drums,0.2980
95.5269,0.0000,3,drums,1.0093
95.6894,0.0000,1,vocals,0.3843
