target_time_seconds,duration_seconds,lane_index,role,strength
17.0667,0.0000,4,vocals,0.8571
17.2176,0.0000,2,vocals,0.1636
17.4034,0.0000,1,vocals,0.0905
17.5195,0.0000,2,vocals,2.1381
17.6472,0.0000,3,vocals,1.2871
17.7517,0.0000,0,drums,0.0482
17.9722,0.0000,2,vocals,1.0854
18.1000,0.0000,0,vocals,0.1523
18.1696,0.0000,2,drums,0.0462
18.2857,0.0000,4,vocals,0.1636
18.4599,0.0000,1,vocals,0.9075
18.5876,0.0000,2,vocals,1.0091
18.7385,0.0000,1,vocals,1.6370
18.8894,0.0000,4,drums,2.5667
19.0288,0.0000,2,vocals,0.3122
19.2029,0.0000,3,vocals,1.3681
19.3771,0.0000,2,drums,0.3274
19.4815,0.0000,4,vocals,1.3563
19.5860,0.0000,0,vocals,1.1973
19.7021,0.0000,2,vocals,1.7710
19.7718,0.0000,0,drums,1.3064
19.9111,0.0000,4,vocals,0.0998
20.0620,0.0000,2,vocals,0.8467
20.1549,0.0000,4,drums,0.0447
20.2710,0.0000,1,drums,1.5614
20.4800,0.0000,3,vocals,0.8404
20.6193,0.0000,2,vocals,0.1544
20.7122,0.0000,3,vocals,2.9372
20.8515,0.0000,2,vocals,0.1526
20.9676,0.0000,0,vocals,0.6347
21.0953,0.0000,2,vocals,0.3707
21.1766,0.0000,3,drums,1.9352
21.2927,0.0000,0,drums,0.0676
21.4320,0.0000,4,vocals,1.2752
21.5481,0.0000,2,vocals,0.4394
21.6410,0.0000,4,drums,0.9524
21.8616,0.0000,1,vocals,0.8826
22.1054,0.0000,2,drums,0.8347
22.2912,0.0000,0,drums,0.4853
22.3724,0.0000,2,vocals,0.2671
22.4421,0.0000,4,drums,0.1181
22.5582,0.0000,1,drums,1.5931
22.6743,0.0000,3,drums,0.0310
22.7904,0.0000,0,drums,1.1255
22.9181,0.0000,3,vocals,1.2306
23.0226,0.0000,4,drums,1.0142
23.2432,0.0000,2,drums,0.8609
23.3593,0.0000,4,vocals,0.1224
23.4754,0.0000,0,drums,0.8690
23.7076,0.0000,4,drums,0.6165
23.9282,0.0000,1,drums,2.4993
24.0443,0.0000,3,drums,0.0738
24.1604,0.0000,0,drums,0.8113
24.3926,0.0000,4,drums,1.0145
24.4971,0.0000,0,vocals,0.2623
24.6248,0.0000,2,drums,0.8815
24.7757,0.0000,4,vocals,0.6886
24.8454,0.0000,0,drums,2.5011
25.0776,0.0000,4,drums,0.9828
25.2285,0.0000,1,vocals,0.5330
25.2981,0.0000,3,drums,0.8875
25.4375,0.0000,2,vocals,0.1315
25.5768,0.0000,1,vocals,0.9187
25.6813,0.0000,2,vocals,0.2308
25.7741,0.0000,3,vocals,0.3849
25.8670,0.0000,0,drums,0.6221
25.9947,0.0000,2,drums,1.0315
26.2153,0.0000,4,drums,2.2738
26.3082,0.0000,2,vocals,0.3848
26.4475,0.0000,4,drums,0.9044
26.5752,0.0000,0,vocals,1.5624
26.6797,0.0000,2,drums,1.1559
26.9119,0.0000,4,drums,0.9468
27.1325,0.0000,2,vocals,0.7934
27.2718,0.0000,4,vocals,0.2466
27.3647,0.0000,1,drums,0.4604
27.4344,0.0000,2,vocals,0.2178
27.5969,0.0000,3,drums,1.9838
27.7014,0.0000,0,drums,0.0607
27.8291,0.0000,4,drums,0.5865
27.9684,0.0000,1,vocals,0.0979
28.0613,0.0000,2,drums,1.1217
28.1658,0.0000,0,drums,0.0265
28.2819,0.0000,4,drums,1.2490
28.3980,0.0000,2,vocals,1.6055
28.5141,0.0000,1,drums,1.8078
28.7463,0.0000,3,drums,0.6768
28.9321,0.0000,0,drums,0.7844
29.0017,0.0000,3,vocals,0.2415
29.2107,0.0000,2,vocals,0.7829
29.3616,0.0000,0,vocals,0.1764
29.4313,0.0000,4,drums,1.4243
29.5590,0.0000,2,drums,0.4040
29.6635,0.0000,0,drums,0.9104
29.7796,0.0000,4,drums,0.1598
29.8841,0.0000,1,drums,1.5520
30.0234,0.0000,2,vocals,0.2818
30.1163,0.0000,3,drums,1.2329
30.3485,0.0000,0,drums,0.9875
30.5459,0.0000,4,vocals,3.0815
30.6503,0.0000,2,vocals,0.7896
30.7664,0.0000,4,drums,1.1532
30.9522,0.0000,1,vocals,0.4247
31.0799,0.0000,2,vocals,0.3907
31.2541,0.0000,4,drums,1.8651
31.3934,0.0000,3,vocals,0.3023
31.4863,0.0000,0,drums,1.0241
31.7068,0.0000,2,vocals,1.0694
31.8462,0.0000,0,vocals,0.5309
31.9507,0.0000,2,vocals,1.3025
32.0668,0.0000,4,drums,0.0999
32.1712,0.0000,1,drums,2.3278
32.2990,0.0000,4,vocals,0.2362
32.4034,0.0000,2,vocals,1.5082
32.5428,0.0000,1,vocals,0.6558
32.6356,0.0000,3,drums,1.0971
32.7750,0.0000,2,vocals,0.9281
32.8678,0.0000,0,drums,0.6823
32.9839,0.0000,3,vocals,0.4427
33.0884,0.0000,4,drums,0.6939
33.2161,0.0000,2,drums,0.0227
33.3206,0.0000,4,vocals,1.5972
33.4600,0.0000,0,vocals,0.1655
33.5412,0.0000,2,drums,1.4779
33.7850,0.0000,4,drums,0.8843
34.0056,0.0000,1,drums,0.9021
34.1333,0.0000,2,vocals,0.3138
34.2378,0.0000,3,drums,1.4956
34.4236,0.0000,0,drums,0.8073
34.4932,0.0000,4,vocals,0.6919
34.6210,0.0000,1,drums,0.0694
34.7022,0.0000,2,vocals,1.4338
34.9228,0.0000,4,drums,2.1997
35.1550,0.0000,1,vocals,1.2592
35.3176,0.0000,2,vocals,0.8283
35.3988,0.0000,0,drums,0.2239
35.5265,0.0000,3,vocals,0.1663
35.6194,0.0000,2,vocals,1.4166
35.8400,0.0000,4,drums,2.0682
35.9793,0.0000,0,vocals,0.1336
36.0722,0.0000,1,drums,0.7555
36.2928,0.0000,3,drums,0.7649
36.3741,0.0000,2,vocals,0.1284
36.5366,0.0000,4,vocals,0.1293
36.6411,0.0000,2,vocals,0.7422
36.7572,0.0000,0,drums,1.4718
36.8849,0.0000,4,drums,0.1622
36.9894,0.0000,2,drums,0.6476
37.1055,0.0000,0,drums,0.3637
37.1868,0.0000,1,vocals,0.9052
37.4770,0.0000,4,drums,0.1381
37.5583,0.0000,2,vocals,0.1953
37.7673,0.0000,3,vocals,0.2074
37.9182,0.0000,2,vocals,1.2096
38.1272,0.0000,1,drums,0.6363
38.3826,0.0000,0,vocals,0.8384
38.5916,0.0000,2,vocals,2.0457
38.7309,0.0000,3,drums,0.0963
38.8702,0.0000,4,vocals,0.1867
39.0444,0.0000,0,drums,0.6299
39.1721,0.0000,4,drums,0.0227
39.2417,0.0000,2,vocals,0.0987
39.3114,0.0000,4,drums,0.3004
39.4971,0.0000,1,vocals,0.0978
39.6945,0.0000,2,vocals,0.2558
39.8222,0.0000,0,drums,0.0324
39.9615,0.0000,4,drums,0.8770
40.0544,0.0000,3,vocals,0.1396
40.2402,0.0000,1,drums,0.0802
40.3911,0.0000,2,vocals,0.3189
40.5188,0.0000,3,drums,0.1101
40.6001,0.0000,0,vocals,0.3755
40.7046,0.0000,2,vocals,0.1485
40.8787,0.0000,0,drums,0.6765
41.0413,0.0000,4,vocals,0.0966
41.1341,0.0000,1,drums,0.1655
41.3663,0.0000,2,vocals,0.5075
41.5753,0.0000,1,vocals,0.6268
41.7727,0.0000,2,drums,1.2015
41.9352,0.0000,4,vocals,0.0967
42.0281,0.0000,0,drums,0.0294
42.0978,0.0000,3,vocals,0.1212
42.2603,0.0000,2,vocals,1.0653
42.5041,0.0000,0,vocals,0.4026
42.7131,0.0000,4,drums,0.9766
42.8060,0.0000,2,vocals,0.2873
42.9337,0.0000,4,vocals,0.4131
43.1891,0.0000,1,drums,0.4200
43.2704,0.0000,2,vocals,0.2633
43.4213,0.0000,1,vocals,1.4388
43.6071,0.0000,3,drums,1.0061
43.7928,0.0000,2,vocals,0.3875
43.8857,0.0000,0,drums,0.0265
43.9554,0.0000,3,vocals,0.3434
44.1295,0.0000,2,vocals,0.1410
44.2688,0.0000,0,vocals,1.0788
44.4314,0.0000,2,vocals,0.7982
44.5359,0.0000,4,drums,1.4121
44.7100,0.0000,1,vocals,0.1575
44.8261,0.0000,2,vocals,0.1096
45.0235,0.0000,1,vocals,0.2326
45.1628,0.0000,2,vocals,0.3094
45.2441,0.0000,4,drums,0.7014
45.3254,0.0000,3,vocals,0.1224
45.4531,0.0000,0,drums,0.4856
45.5227,0.0000,2,vocals,0.5150
45.6853,0.0000,0,vocals,0.7410
45.8594,0.0000,2,vocals,0.3163
45.9523,0.0000,4,drums,0.3141
46.1961,0.0000,1,vocals,0.2220
46.2890,0.0000,2,vocals,0.1308
46.3819,0.0000,1,drums,0.5959
46.5328,0.0000,3,vocals,0.1357
46.6257,0.0000,0,drums,0.2064
46.7302,0.0000,2,vocals,0.3862
46.8579,0.0000,3,vocals,0.4428
46.9624,0.0000,2,vocals,0.1563
47.0668,0.0000,0,vocals,0.6616
47.2062,0.0000,2,vocals,0.2757
47.2874,0.0000,0,drums,0.8544
47.3687,0.0000,4,vocals,0.2001
47.4732,0.0000,2,vocals,0.1005
47.5893,0.0000,1,vocals,0.2596
47.7518,0.0000,2,vocals,0.8166
47.8215,0.0000,4,drums,0.0603
47.9144,0.0000,3,vocals,0.1441
48.0305,0.0000,2,vocals,0.7148
48.2046,0.0000,4,drums,0.8038
48.2859,0.0000,0,vocals,0.3603
48.3788,0.0000,2,drums,0.0228
48.4717,0.0000,4,drums,0.3018
48.6574,0.0000,2,vocals,0.2920
48.9128,0.0000,4,vocals,1.1098
49.1102,0.0000,1,drums,0.8411
49.3308,0.0000,2,vocals,0.0895
49.4353,0.0000,1,vocals,0.2271
49.5978,0.0000,3,drums,0.7907
49.6791,0.0000,2,vocals,0.2258
49.8416,0.0000,3,vocals,0.2488
50.0506,0.0000,2,vocals,1.1995
50.2132,0.0000,0,vocals,0.2289
50.3060,0.0000,2,drums,0.2405
50.4454,0.0000,4,vocals,0.1150
50.5963,0.0000,1,vocals,0.1071
50.7008,0.0000,2,vocals,0.2430
50.7937,0.0000,4,drums,0.0534
50.8633,0.0000,1,vocals,0.1855
50.9330,0.0000,2,drums,1.0495
51.0259,0.0000,4,vocals,0.9949
51.1652,0.0000,3,vocals,0.1830
51.2580,0.0000,2,vocals,0.1777
51.3741,0.0000,0,vocals,0.1247
51.5251,0.0000,2,vocals,0.1306
51.6992,0.0000,4,vocals,0.1856
51.7689,0.0000,0,drums,0.0912
51.8618,0.0000,4,drums,0.0444
51.9314,0.0000,2,vocals,0.1931
52.3494,0.0000,1,vocals,2.5893
52.4423,0.0000,2,vocals,0.1120
52.5816,0.0000,3,vocals,1.6743
52.7209,0.0000,1,drums,0.0440
52.8022,0.0000,2,vocals,1.8627
52.9183,0.0000,0,vocals,0.1746
53.0460,0.0000,2,vocals,1.4376
53.1969,0.0000,3,drums,0.1211
53.2666,0.0000,4,vocals,2.3083
53.4059,0.0000,2,vocals,0.3648
53.5104,0.0000,1,vocals,1.0188
53.5917,0.0000,0,drums,0.3993
53.6845,0.0000,4,drums,0.8282
53.8122,0.0000,2,drums,0.0380
53.9400,0.0000,0,drums,0.3055
54.0561,0.0000,2,vocals,0.6899
54.1838,0.0000,3,vocals,0.8065
54.3927,0.0000,4,drums,0.6767
54.5785,0.0000,1,drums,0.8571
54.7527,0.0000,2,vocals,0.2258
54.8571,0.0000,3,drums,0.4325
54.9268,0.0000,0,vocals,0.2110
55.0777,0.0000,2,drums,0.8594
55.1938,0.0000,4,drums,0.0490
55.2983,0.0000,2,vocals,0.4874
55.5189,0.0000,4,vocals,0.6634
55.7743,0.0000,2,drums,0.6976
55.8788,0.0000,4,vocals,0.9230
55.9949,0.0000,0,drums,1.6222
56.2271,0.0000,1,vocals,0.8466
56.4129,0.0000,4,drums,0.8186
56.6102,0.0000,2,vocals,0.3792
56.6915,0.0000,1,drums,0.5068
56.7612,0.0000,3,vocals,0.5571
56.9121,0.0000,2,vocals,0.9563
57.0282,0.0000,3,drums,0.0593
57.1443,0.0000,0,vocals,0.8364
57.3649,0.0000,2,drums,2.0111
57.4926,0.0000,4,drums,0.0181
57.6087,0.0000,2,drums,0.5867
57.8525,0.0000,4,vocals,0.5492
58.0615,0.0000,0,drums,0.8633
58.2821,0.0000,4,vocals,1.0743
58.3982,0.0000,2,vocals,0.1282
58.5259,0.0000,4,drums,0.3228
58.5956,0.0000,1,vocals,0.2520
58.7349,0.0000,3,drums,1.5370
58.8510,0.0000,0,drums,0.0182
58.9787,0.0000,2,drums,0.5561
59.0948,0.0000,4,vocals,0.4451
59.1993,0.0000,1,drums,0.9689
59.3270,0.0000,2,drums,0.0721
59.4315,0.0000,3,vocals,1.4461
59.6521,0.0000,2,vocals,1.4199
59.7682,0.0000,0,vocals,0.1034
59.8843,0.0000,2,drums,0.8039
60.0004,0.0000,4,vocals,0.2018
60.1165,0.0000,1,vocals,0.9790
60.2442,0.0000,2,vocals,0.1954
60.3835,0.0000,1,vocals,0.6280
60.4648,0.0000,4,drums,0.0240
60.5460,0.0000,2,vocals,0.1619
60.7550,0.0000,3,vocals,0.2457
60.8363,0.0000,1,drums,0.0878
61.0337,0.0000,3,drums,1.3489
61.1149,0.0000,2,vocals,0.1299
61.2775,0.0000,0,drums,0.4861
61.3936,0.0000,2,vocals,0.5806
61.4980,0.0000,4,vocals,0.8971
61.7302,0.0000,1,drums,0.7636
61.9392,0.0000,2,drums,0.8686
62.0089,0.0000,4,vocals,0.1397
62.1018,0.0000,2,vocals,0.1091
62.2411,0.0000,1,vocals,0.2321
62.4036,0.0000,0,drums,0.9414
62.6358,0.0000,2,vocals,0.3248
62.8216,0.0000,3,vocals,0.9725
63.1002,0.0000,4,drums,0.9145
63.2279,0.0000,2,vocals,0.6316
63.3208,0.0000,1,drums,2.0319
63.4369,0.0000,3,drums,0.0303
63.5646,0.0000,0,vocals,0.7915
63.7504,0.0000,2,drums,0.6564
63.9361,0.0000,4,vocals,0.1889
64.0174,0.0000,1,drums,0.3124
64.0871,0.0000,4,vocals,0.2566
64.2264,0.0000,2,vocals,1.0418
64.4702,0.0000,1,vocals,0.7109
64.5863,0.0000,2,drums,0.7600
64.6908,0.0000,0,drums,1.5559
64.8417,0.0000,2,vocals,0.0906
64.9346,0.0000,4,drums,0.5798
65.1668,0.0000,3,vocals,0.5182
65.3990,0.0000,2,vocals,1.2334
65.5732,0.0000,1,drums,0.9341
65.7357,0.0000,0,vocals,0.0962
65.8518,0.0000,3,drums,0.4097
65.9563,0.0000,0,drums,0.0343
66.0724,0.0000,4,drums,1.3816
66.1769,0.0000,2,drums,0.0295
66.3046,0.0000,0,drums,0.7785
66.4207,0.0000,2,vocals,0.8580
66.5484,0.0000,4,drums,0.3178
66.7574,0.0000,1,vocals,1.1725
66.9663,0.0000,2,vocals,0.8703
67.1057,0.0000,1,vocals,0.1098
67.2218,0.0000,3,drums,0.5624
67.4191,0.0000,2,vocals,0.9051
67.5352,0.0000,3,vocals,0.3176
67.7094,0.0000,2,vocals,0.5109
67.8835,0.0000,3,drums,1.2847
67.9996,0.0000,0,vocals,0.2127
68.1622,0.0000,2,drums,0.2681
68.2318,0.0000,4,vocals,0.3391
68.3595,0.0000,1,drums,1.6698
68.6034,0.0000,2,drums,0.5927
68.7195,0.0000,4,vocals,0.2978
68.8239,0.0000,0,drums,0.6339
69.0561,0.0000,4,drums,0.5357
69.1722,0.0000,2,vocals,0.1069
69.2767,0.0000,1,drums,0.9063
69.4044,0.0000,3,vocals,0.2043
69.5089,0.0000,0,drums,0.4429
69.7295,0.0000,2,drums,1.8840
69.8572,0.0000,4,vocals,0.2224
69.9966,0.0000,3,vocals,0.6077
70.1591,0.0000,2,vocals,0.8709
70.3449,0.0000,0,vocals,0.1850
70.4261,0.0000,4,drums,0.7498
70.5422,0.0000,2,vocals,0.3915
70.6467,0.0000,4,drums,2.1262
70.8905,0.0000,0,drums,0.6926
71.1111,0.0000,4,drums,0.9007
71.2156,0.0000,1,vocals,0.1661
71.3549,0.0000,3,drums,0.2951
71.5639,0.0000,2,vocals,1.1266
71.6568,0.0000,3,drums,0.0536
71.8077,0.0000,0,drums,0.8631
72.0167,0.0000,4,drums,1.2965
72.2605,0.0000,2,drums,0.4747
72.5159,0.0000,1,vocals,0.3320
72.6088,0.0000,2,vocals,0.1148
72.7249,0.0000,3,vocals,1.0476
72.9107,0.0000,0,drums,0.5737
73.0732,0.0000,2,vocals,0.1116
73.1777,0.0000,4,drums,0.3659
73.2473,0.0000,0,vocals,0.2773
73.3983,0.0000,1,drums,1.7260
73.5376,0.0000,3,drums,0.0611
73.6305,0.0000,2,vocals,0.4008
73.7466,0.0000,4,vocals,0.3075
73.8743,0.0000,2,vocals,0.3972
74.0833,0.0000,1,vocals,0.7713
74.1994,0.0000,0,drums,0.0350
74.3155,0.0000,4,drums,1.5929
74.4432,0.0000,2,vocals,0.1408
74.5477,0.0000,4,drums,0.6504
74.7334,0.0000,3,vocals,1.0006
74.9308,0.0000,0,drums,0.0428
75.0005,0.0000,2,vocals,0.2454
75.0933,0.0000,4,drums,0.0559
75.2327,0.0000,0,vocals,0.4926
75.3371,0.0000,2,vocals,0.1899
75.4649,0.0000,4,vocals,0.9197
75.6854,0.0000,1,drums,1.4968
75.8015,0.0000,2,vocals,0.1152
75.9293,0.0000,3,drums,0.4958
76.0454,0.0000,1,vocals,0.3715
76.1615,0.0000,2,vocals,0.4548
76.3820,0.0000,0,drums,0.3885
76.6026,0.0000,4,drums,1.1100
76.7071,0.0000,2,drums,0.0281
76.8464,0.0000,0,drums,0.2910
76.9509,0.0000,4,drums,0.0377
77.0554,0.0000,1,drums,1.3915
77.1715,0.0000,3,vocals,0.2927
77.3108,0.0000,2,vocals,1.0116
77.5082,0.0000,0,vocals,0.5745
77.7520,0.0000,3,drums,0.6116
77.8681,0.0000,2,vocals,0.2826
77.9726,0.0000,0,drums,2.1333
78.0887,0.0000,4,drums,0.0191
78.2164,0.0000,1,vocals,0.5319
78.4370,0.0000,2,drums,1.0523
78.5763,0.0000,4,vocals,0.2585
78.6808,0.0000,0,drums,0.3460
78.7737,0.0000,4,drums,0.0557
78.9014,0.0000,1,vocals,1.0645
79.1336,0.0000,3,drums,1.0088
79.2497,0.0000,2,vocals,0.4981
79.3542,0.0000,3,drums,1.5769
79.5864,0.0000,0,drums,0.5688
79.8418,0.0000,3,vocals,0.5122
80.0508,0.0000,2,vocals,1.2146
80.2598,0.0000,4,drums,0.8967
80.5036,0.0000,2,drums,0.4290
80.5849,0.0000,0,vocals,0.5999
80.7242,0.0000,2,drums,2.3991
80.8635,0.0000,4,vocals,0.3241
80.9680,0.0000,1,drums,0.6355
81.0609,0.0000,4,vocals,0.4760
81.2002,0.0000,2,vocals,0.2966
81.4092,0.0000,1,vocals,0.5115
81.6298,0.0000,2,vocals,1.8212
81.7807,0.0000,1,drums,0.1090
81.8852,0.0000,3,vocals,0.5425
82.0825,0.0000,2,vocals,0.7144
82.1986,0.0000,3,drums,0.0336
82.2683,0.0000,0,vocals,0.1214
82.3844,0.0000,2,vocals,0.3699
82.4889,0.0000,4,vocals,0.1710
82.5818,0.0000,2,vocals,0.1954
82.6630,0.0000,0,drums,0.2617
82.7443,0.0000,1,vocals,0.7843
82.8952,0.0000,2,vocals,0.5597
82.9997,0.0000,3,vocals,0.4043
83.1739,0.0000,2,vocals,0.1114
83.3016,0.0000,0,vocals,0.2872
83.4873,0.0000,2,vocals,0.4077
83.8937,0.0000,4,vocals,1.1616
84.1839,0.0000,2,vocals,0.5297
84.3117,0.0000,4,drums,0.0279
84.3929,0.0000,1,vocals,0.7901
84.5439,0.0000,2,drums,0.0788
84.6367,0.0000,4,vocals,0.5244
84.8457,0.0000,3,vocals,0.8907
85.1127,0.0000,2,vocals,0.1608
85.2056,0.0000,0,vocals,0.1366
85.2985,0.0000,2,vocals,0.2824
85.4378,0.0000,4,vocals,1.3479
85.5888,0.0000,2,vocals,0.2251
85.7397,0.0000,1,vocals,1.0112
85.8210,0.0000,0,drums,0.0187
86.0067,0.0000,2,vocals,0.4466
86.2505,0.0000,3,vocals,0.5711
86.4595,0.0000,2,vocals,0.5331
86.6801,0.0000,0,vocals,0.3835
87.0052,0.0000,2,vocals,0.2333
87.1445,0.0000,4,vocals,1.3567
87.3999,0.0000,2,vocals,0.1179
87.5741,0.0000,1,vocals,0.4185
87.7482,0.0000,4,drums,0.1186
87.8527,0.0000,2,vocals,0.3669
87.9804,0.0000,1,drums,0.0323
88.0501,0.0000,3,vocals,0.9427
88.2126,0.0000,0,drums,0.0178
88.2939,0.0000,2,vocals,0.2630
88.3751,0.0000,0,drums,0.2232
88.5145,0.0000,2,vocals,0.3337
88.6306,0.0000,4,vocals,0.0928
88.7467,0.0000,1,drums,0.0707
88.9440,0.0000,4,vocals,0.4211
89.0485,0.0000,2,drums,0.0270
89.2807,0.0000,4,vocals,1.2994
89.4200,0.0000,0,drums,1.7761
89.5710,0.0000,4,drums,1.5477
89.7219,0.0000,1,vocals,0.8199
89.8496,0.0000,2,vocals,2.2934
90.0586,0.0000,1,drums,1.4534
90.2095,0.0000,3,vocals,0.3262
90.3488,0.0000,0,drums,0.4464
90.4766,0.0000,2,vocals,0.1433
90.5810,0.0000,0,drums,0.1119
90.6855,0.0000,4,drums,0.0398
90.7900,0.0000,0,vocals,0.7224
91.0338,0.0000,2,drums,0.3686
91.1499,0.0000,0,drums,0.0788
91.2660,0.0000,2,vocals,1.8394
91.3937,0.0000,4,vocals,0.1057
91.5795,0.0000,2,vocals,0.2488
91.6956,0.0000,1,vocals,1.2441
91.9162,0.0000,2,vocals,0.5862
92.1832,0.0000,3,vocals,0.6062
92.3109,0.0000,4,drums,0.1859
92.4270,0.0000,1,drums,0.2943
92.5315,0.0000,3,drums,0.6084
92.6244,0.0000,2,vocals,1.3453
92.7637,0.0000,0,vocals,0.5086
92.9727,0.0000,2,vocals,0.3766
93.1004,0.0000,0,drums,1.0088
93.3094,0.0000,4,vocals,0.1994
93.4951,0.0000,2,vocals,0.3807
93.5996,0.0000,1,vocals,0.4320
93.7622,0.0000,2,vocals,0.1767
93.9828,0.0000,3,vocals,1.1800
94.1453,0.0000,2,vocals,0.1010
94.2498,0.0000,4,drums,0.3449
94.3311,0.0000,0,vocals,0.3225
94.4820,0.0000,2,vocals,0.4800
94.7026,0.0000,4,drums,0.7499
94.8883,0.0000,1,vocals,0.9305
94.9928,0.0000,2,vocals,0.1031
95.2134,0.0000,1,vocals,0.2303
95.3876,0.0000,0,drums,0.3668
95.4805,0.0000,2,vocals,0.5859
95.6198,0.0000,4,drums,0.2945
95.6894,0.0000,3,vocals,0.1545
95.7939,0.0000,2,vocals,1.1876
96.0842,0.0000,0,vocals,0.3979
96.1887,0.0000,1,drums,0.0225
96.3048,0.0000,3,drums,0.6251
96.4441,0.0000,0,drums,0.0275
96.5137,0.0000,2,vocals,0.3961
96.7576,0.0000,4,drums,1.9154
96.9085,0.0000,2,drums,0.6408
96.9898,0.0000,4,vocals,1.0550
97.0826,0.0000,0,drums,0.2643
97.2220,0.0000,2,vocals,0.8193
97.3961,0.0000,4,drums,0.6514
97.5238,0.0000,1,vocals,0.4889
97.6747,0.0000,3,drums,1.4326
97.9069,0.0000,0,drums,0.5157
98.1159,0.0000,2,vocals,2.1572
98.3597,0.0000,0,drums,1.1119
98.5107,0.0000,3,vocals,1.3912
98.5919,0.0000,4,drums,0.7834
98.7080,0.0000,2,drums,0.0516
